1941-10-01	Да	КарФ	14 армия	42 ск (104, 122 сд), 1 мсп (1 тд), 23 УР	104 пап РВГК; Мурманский бригадный район ПВО, 208 озад	107 отб	1 сад	31, 116 осб
1941-10-01				Мурманская опер. группа: 14, 52, 186 сд, Мурманская сбр
1941-10-01	Да	КарФ	Кемская опер. группа	27, 54, 88 сд, 5 бр. морской пехоты
1941-10-01	Да	КарФ			Петрозаводский бригадный район ПВО		55 сад	19 оиб
1941-10-01	Да	ЛФ	8 армия	19 ск (10, 11, 85 сд), 48, 80, 191, 281 сд, 2 бр. морской пехоты, 76 латышский осп	519 гап РВГК, 1 гап(2 д-н), 39, 103, 251 озад	2 отп, отд. бронетанковый батальон	65 каэ	112, 295 осб
1941-10-01	Да	ЛФ	23 армия	43, 123, 142, 198, 265, 291 сд, осбр НКВД, 22 УР	577 гап РВГК; Выборгский бригадный район ПВО, 27, 241, 485 озад	48, 106 отб	5 сад, 117 раэ	234 осб
1941-10-01	Да	ЛФ	42 армия	13, 44, 56, 189 сд, 21 сд НКВД, 6, 7 бр. морской пехоты, 268, 282, 291 опаб	14 арт. бригада ПТО, 28, 47, 51, 73 кап, 101 гап РВГК, 704 ап, 296 оад ПТО, 1, 2, 3 оминб, огв. мд	51 отб		29, 456 осб
1941-10-01	Да	ЛФ	54 армия	3, 4 гв., 128, 286, 294, 310 сд, 1 гсбр	881, 882 ап РВГК, 5 гв. мп(2 д-н), 4 гв. мп(4 д-н)	21 тд, 16, 122 тбр	3 рез. авиагруппа	5, 135, 136 миб
1941-10-01	Да	ЛФ	55 армия	70, 86, 90, 125, 168, 268 сд, 17 сд (55 сп), Слуцко-Колпинский УР	24 кап, 690 ап ПТО, 16, 47 оминб	84, 86 отб		2, 367 осб
1941-10-01	Да	ЛФ	Невская опер. группа	115 сд, 1 сд НКВД, 4 бр. морской пехоты, 1, 4, 5 истребительные батальоны	71 сд (230 ап), 577 гап(1 д-н), 24 оад ПТО, 20 оминб	107 отб		21 пмб
