1942-11-01	ДА	КарФ	14 армия	10 гв., 14, 152 сд, 72 морская сбр, 31 лыжбр	1236 аап, 645 иптап, 41 гв. мп, 325, 487 озадн		19, 20 гв., 197, 837 иап	31 оиб
1942-11-01	ДА	КарФ	19 армия	104, 122 сд, 77 морская сбр	209 пап, 438 иптап, 53 гв. мп, 261 озадн	377, 429 отб	137, 608 бап, 435, 609, 835 иап	279 оиб
1942-11-01	ДА	КарФ	26 армия	27, 54, 1861, 263 сд, 61, 67, 80, 85 морские сбр	471 аап, 441, 444 иптап, 172 минп, 52 гв. мп, 63 гв. мп(297 д-н), 48, 369 озадн	374, 375 отб, 73 отд. бронепоезд	17 гв. шап, 80 бап, 760 иап, 968 лбап	259 оиб
1942-11-01	ДА	КарФ	32 армия	37, 289, 313, 367 сд, 65 морская сбр, 33 лыжбр	1237 аап, 173 минп, 63 гв. мп, 208, 298 озадн	376 отб	152, 195, 828, 841 иап, 668 лбап	261 оиб
1942-11-01	ДА	КарФ		32 лыжбр, осб 	32, 446 озадн	27, 47 одн бронепоездов	679 лбап, 839 иап, 42, 118 раэ	1 ибр с/н, 19, 27 оиб, 6, 10 гв. батальоны минеров, 733 оминсб
1942-11-01	ДА	ЛФ	23 армия	10, 92, 123, 142, 291 сд, 27 сбр, 17, 22 УР	260 гап, 336, 1106 пап, 94, 883 иптап, 104 минп, 632 зенап, 73, 108, 618 озадн	152 тбр, 30 отд. бронепоезд	14 гв. иап, 15 гв. шап, раэ 	234 оиб
1942-11-01	ДА	ЛФ	42 армия	13, 85, 109, 125, 189 сд, 79 УР	14 гв., 73, 311 аап, 541 гап, 289, 304, 384, 509, 596, 705, 760 иптап, 127 минп, 631 зенап, 72 озадн	1 тбр, 268 отб, 1, 2 отд. автобронебатальоны, 72 одн бронепоездов		54, 585 оиб
1942-11-01	ДА	ЛФ	55 армия	43, 56, 72, 90 сд, 14 УР	12 гв. аап, 126 пап, 690 иптап, 134, 175 минп, 474 зенап, 71 озадн	220 тбр, 71 одн бронепоездов		325, 367 оиб
1942-11-01	ДА	ЛФ	67 армия	45 гв., 46, 86 сд, 11, 55 сбр, 16 УР	28 аап, 577 гап, 1155 пап, 380, 871, 882 иптап, 174, 184 минп, 523, 524, 525, 526, 539, 540 огв. тмдн, 465 зенап, 89, 613 озадн	86, 118 отб		53 оиб
1942-11-01	ДА	ЛФ	Приморская оперативная группа	48, 168 сд, 50, 56 сбр, 48, 71 морские сбр, 73, 338 опаб	519 гап	287 отб		295 оиб
