1941-12-01	Да	КарФ	14 армия	Мурманская опер. группа: 14, 52 сд, 12 бр. морской пехоты (осп)
1941-12-01	Да	КарФ	14 армия	Кандалакшская опер. группа: 104, 122 сд, 23 УР
1941-12-01	Да	КарФ	14 армия		73 ап, 104 пап РВГК; Мурманский бригадный район ПВО, 208 озад;	107 отб	1 сад, 118 раэ	31, 279 осб
1941-12-01	Да	КарФ	Кемская опер. группа	27, 54, 88, 186 сд
1941-12-01	Да	КарФ	Медвежегорская опер. группа	37, 71, 313 сд, 2 легкая сбр	17 оминб, 588 озад	4 отб
1941-12-01	Да	КарФ		263, 289 сд	15, 16 оминб; Петрозаводский бригадный район ПВО		103 сад	19 оиб
1941-12-01	Да	ЛФ	8 армия	10, 86, 168, 265 сд, 1 сд НКВД, 11 сбр, 4 бр. морской пехоты	101 гап РВГК, 6, 7 ап ПТО, 24 оад ПТО, 20 оминб, оминб, 20, 39, 133 озад	107 отп, 28 отд. бронепоезд	439 иап, 65 каэ	34 миб, 112 осб
1941-12-01	Да	ЛФ	23 армия	123, 142, 198, 291 сд, 22 УР	577 гап РВГК, 365 оад, 27, 241 озад	48, 106 отб	5 сад, 117 раэ	234 осб
1941-12-01	Да	ЛФ	42 армия	13, 56, 189 сд, 21 сд НКВД, 247, 291, 292 опаб	14 арт. бригада ПТО, 47, 73 ап, 541 гап РВГК, 1, 2, 3, 4, 5 ап ПТО, отд. гв. мп Ленинградского фронта	51 отб		106 миб, 54 оиб, 29 осб
1941-12-01	Да	ЛФ	54 армия	3 гв., 80, 128, 285, 286, 294, 310, 311 сд, 1 гсбр, 6 бр. морской пехоты, 1, 2, лыжб	882 ап РВГК, огап, 5 гв. мп(2 д-н), 4 гв. мп(4 д-н), 253 озад	21 тд, 16, 122 тбр	523, 563 иап	5, 109, 135, 136 миб, 12 осб, 539 мсб
1941-12-01	Да	ЛФ	55 армия	11, 43, 70, 85, 90, 125, 268 сд, 517 сд (5 сп), 7 бр. морской пехоты, 29 УР	24, 28 ап РВГК, 453, 690 ап ПТО, 47 оминб, 198 озад	84, 86 отб, 3 отд. д-н бронепоездов		2, 367 осб
1941-12-01	Да	ЛФ	Приморская опер. группа	48 сд, 2, 5 бр. морской пехоты	519 гап РВГК, оминб, 103 озад	отб 	127, 286 иап, 19, 42, 50 каэ, 90 бад, 91 сад	295 осб
1941-12-01	Да	ЛФ		115, 177, 281 сд, 20 сд НКВД, 8, 9 сбр, 2 лыж. осп	1, 2, 3, 4 оад о/м РВГК; 2 корпус ПВО, Свирский, Ладожский бригадные районы ПВО	123, 124 тбр, отбр 	7 иак ПВО, 8, 39, 92 иад, 2 сад, 2 рез. авиагруппа, 3 рез. авиагруппа, 116 раэ, Особая авиагруппа ГВФ
1941-12-01	Да	СЗФ	11 армия	26, 84, 182, 202, 254 сд	264 пап, 614 ап РВГК, 698 ап ПТО, 3 гв. мп(2 д-н)	103 отб		28, 38 оиб, 202 осб
1941-12-01	Да	СЗФ	27 армия	23, 33, 241 сд	613 ап РВГК			210, 491, 492 осб
1941-12-01	Да	СЗФ	34 армия	163, 188, 245 сд	429 гап, 270, 448 пап РВГК(1 д-н)	85 отб		299, 338, 469 осб
1941-12-01	Да	СЗФ	Новгородская опер. группа	180, 225, 305 сд	448 пап, 306 озад			25 оиб, 55, 56 пмб
1941-12-01	Да	СЗФ		257 сд, 25 кд	171, 759 ап ПТО, 5 гв. мп(1 д-н), 12, 29, 239, 242, 246, 248, 250 озад		4, 6, 7, 57 сад, 21 тбаэ, 221 лбаэ, 240 раэ	50, 110, 134 миб, 50 пмб, 67, 1333, 1334, 1390, 1391 осб
1941-12-01	Да	КФ	22 армия	178, 179, 186, 220, 249 сд, отд. мсбр	43, 301, 336, 390, 545 ап РВГК, 360 гап РВГК(1 д-н), 11 оминб, 183, 397 озад			39 оиб, 115 миб, 251 осб
1941-12-01	Да	КФ	29 армия	174, 183, 243, 246, 252 сд, отд. кп	644 ап, 432 гап РВГК, 873 ап ПТО, 360 гап, 213 оад ПТО, 522 озад			71, 267 оиб, 63 пмб
1941-12-01	Да	КФ	31 армия	5, 119, 250, 256, 262 сд	56 ап, 510 гап РВГК			72 оиб
1941-12-01	Да	КФ		54 кд	3 гв. мп(3 д-н), 16 отд. гв. мин. батарея, 221 озад		5 гв., 10, 133 иап, 132 бап, 569 шап	22, 69 оиб, 114 миб, 57 мпмб
1941-12-01	Да	ЗФ	1 ударная армия	133 сд, 29, 44, 47, 50, 55, 56, 71, 84 сбр, 17 кд, 1, 3, 4, 5, 6, 7, 8, 16, 18, 19, 20 олыжб	701 ап РВГК, 3, 14, 38 огв. мд	123, 133 отб	711 лбап	214 осб
1941-12-01	Да	ЗФ	5 армия	32, 50, 108, 144 сд, 82 мсд,18 сд (1310 сп), 300, 301 опулб, 26, 27, 29 огн. роты	537, 995 ап, 552, 554, 572 пап РВГК, 703 ап ПТО, 9 гв. мп(3 д-н), 1, 5, 18 огв. мд	18, 20, 22 тбр, 36 мцп	705 лбап	129 миб, 467 осб
1941-12-01	Да	ЗФ	10 армия	322, 323, 324, 325, 326, 328, 330 сд, 57, 75 кд	10 огв. мд
1941-12-01	Да	ЗФ	16 армия	7, 8, 9 гв., 18, 126, 354 сд, 36, 37, 40, 49 сбр, 19 сд (282 сп), 2 гв. кк (3, 4 гв., 20 кд), 44 гкд, 1 окп, 302 опулб	39, 138, 471 ап, 523, 528 пап РВГК, 289, 296, 483, 509, 533, 641, 694, 768, 863, 871 ап ПТО, 13, 14 гв. мп, 1 гв. мп(2 д-н), 2, 13, 17, 26, 35, 37 огв. мд, 172 озад	1 гв., 19, 25, 27, 28, 33, 145, 146 тбр, 89 отб, 21, 22 отд. д-ны бронепоездов		42, 51 миб, 243 осб
1941-12-01	Да	ЗФ	20 армия	331, 352 сд, 28, 35, 64 сбр	517 ап РВГК, 7, 15 огв. мд	134, 135 отб		226 миб, 127 осб
1941-12-01	Да	ЗФ	30 армия	185, 251, 348, 365, 371, 379 сд, 18, 24, 46, 82 кд, 307 опулб	108, 392, 542 ап РВГК, 12 оминб, 14 гв. мп(д-н), 24 огв. мд, 30 отд. гв. мин. батарея, 61 озад	58 тд, 107 мсд, 8, 21 тбр, 2, 11, 46 мцп		133 оиб, 263 осб
1941-12-01	Да	ЗФ	33 армия	110, 113, 222 сд, 1 гв. мсд	109, 486 гап, 557 пап РВГК, 600, 989 ап ПТО, 364 кап(2 д-н), 13 гв. мп(2 д-н), 16, 25 огв. мд	5 тбр	606 лбап	537 мсб
1941-12-01	Да	ЗФ	43 армия	17, 19, 53, 93 сд, 5 вдк (10, 201 вдбр), сводный осп, 298 опулб, 36, 45, 48 огн. роты	590 гап б/м, 320 пап, 403, 998 ап РВГК, 868, 869 ап ПТО, 275 оад, 24 оминб, 19, 22 огв. мд, 64, 71, 152, 164, 230, 275, 281, 304 озад	26 тбр, 31 отб		9 мпмб, 538 мсб, 273, 312 осб
1941-12-01	Да	ЗФ	49 армия	5 гв., 60, 194, 238, 340, 415 сд, 299 опулб, 40 огн. рота	440, 564, 570 пап, 979 гап РВГК, 304, 551, 593, 992 ап ПТО, 4, 20, 21, 23, 36 огв. мд, 244 озад	112 тд	686 лбап	103 миб, 452 осб
1941-12-01	Да	ЗФ	50 армия	154, 217, 258, 290, 299, 413 сд, 4, 31, 41 кд, 34, 156 осп НКВД	447 ап РВГК, 702 ап ПТО, 34 огв. мд, 4, 86, 168 озад	108 тд, 11, 32 тбр	611 лбап	4, 451, 466 осб
1941-12-01	Да	ЗФ		160, 173, 239 сд, 18 сбр, 1 гв. кк (1, 2 гв. кд), отд. сп 	544 гап б/м РВГК, 364 ап, 316, 540, 610, 766 ап ПТО, 8, 11, 12 огв. мд, 7 бригада ПВО, 751 зенап, 111, 215 озад	9, 17, 23, 24, 31 тбр	12, 31, 43, 46, 47, 77 сад, 32, 38 бад, 38 раэ	6, 111, 113, 226 миб, 61, 62, 64 пмб, 122 оиб, 136, 145, 246, 291, 381 осб
1941-12-01	Да	ЮЗФ	3 армия	6 гв., 137, 212, 269, 283 сд, 29, 52 кд	569 ап ПТО, 6 гв. мп, 42 озад	150 тбр		78 оиб, 513 осб
1941-12-01	Да	ЮЗФ	6 армия	255, 270, 275, 393, 411 сд, 34 кд	229, 274 ап, 671 гап РВГК, 582, 591 ап ПТО, 27 озад			1, 2 оиб, 520, 523 осб
1941-12-01	Да	ЮЗФ	13 армия	6, 121, 132, 143, 148, 307 сд, 55 кд	462, 455 ап РВГК, 6 гв. мп(1 д-н)	38 мцп		27, 275 оиб, 50 мпб
1941-12-01	Да	ЮЗФ	21 армия	1 гв. сд, опер. группа генерала Недвигина: 81, 226, 297 сд	642 пап, 445 ап РВГК, 21 озад	1 тбр		540 мсб, 526 осб
1941-12-01	Да	ЮЗФ	38 армия	47, 76 гсд, 169, 199, 300, 304 сд, 57 сбр НКВД	555, 594, 602 пап РВГК, 764 ап ПТО, 47, 505 озад	14 тбр		45 миб, 56 оиб, 37 мпмб, 516 осб
1941-12-01	Да	ЮЗФ	40 армия	2 гв., 62, 87, 160, 227, 293 сд	21 ап РВГК, 595, 738, 760 ап ПТО, 4 гв. мп(2 д-н), 205, 332, 376 озад			14 оиб, 286 осб
1941-12-01	Да	ЮЗФ		45, 287 сд, 34 мсбр, 5 кк (3, 14, 32 кд), 21 гкд, 43, 47 кд, окп, 3, 17 УР	420 ап РВГК, 10 гап, 338, 651 ап ПТО, 4,5 гв. мп, Харьковский огв. мд; 3, 4 дивизии ПВО, Воронежско-Борисоглебский дивизионный районы ПВО, Купянский бригадный районы ПВО, 16, 20, 23, 25, 29, 31, 46, 215, 243, 307, 311, 386 озад	7, 10, 12, 13, 121, 129, 133 тбр, 20 отп, 71 отб	11, 44, 101 иад, 36 иад ПВО, 14, 16, 19, 61, 63, 64, 75, 76 сад, 316 рап, 4 рез. авиагруппа , 66 раэ	1 миб, 10, 19, 26, 28, 84 пмб, 197, 449, 511, 525, 530, 531, 532, 533, 534, 536 осб
1941-12-01	Да	ЮФ	9 армия	30, 51, 96, 317 сд, 66, 68 кд	268, 648 ап РВГК, 558, 754 ап ПТО, 36, 57, 268, 375 озад	3, 6, 132 тбр, 92 отб	20 сад	16 оиб, 121 миб, 522 осб
1941-12-01	Да	ЮФ	12 армия	15, 74, 218, 230, 261 сд, 6 кк (26, 28, 49 кд), 23 сп НКВД	374 ап РВГК, 2 гв. мп, 5 гв. мп(3 д-н), 11, 14, 504 озад	130, 131 мсб		8 оиб, 50, 524 осб
1941-12-01	Да	ЮФ	18 армия	136, 296, 383, 395 сд, 30, 38 кд, 99 сд(197 сп)	530, 727 ап ПТО, 364, 411 озад		45 сад	68 оиб, 247, 517 осб
1941-12-01	Да	ЮФ	37 армия	150, 216, 253, 295, 339 сд, отд. кк (35, 56 кд)	8, 266, 269, 437 ап РВГК, 521, 756 ап ПТО, 18, 30, 508 озад	2, 142 тбр	21 сад
1941-12-01	Да	ЮФ	56 армия	31, 106, 343, 347, 353 сд, 11, 13, 16, 78 сбр, 62, 64, 70 кд, отд. кд НО , 33 мсп НКВД	476 ап, 116, 515, 526, 870 гап РВГК, 8 гв. мп, 734 зенап, 124, 266, 286, 593 озад, 454(2 д-н), 485 зенап(1 д-н)	54 тбр, 81 отб, 7 отд. д-н бронепоездов	248, 271, 590, 630, 653 иап, 41, 366, 585 бап
1941-12-01	Да	ЮФ		4, 99, 176 сд, отд. мсп 	186, 665 ап ПТО; Донбасский бригадный район ПВО	15, 130, 131 тбр, 62, 75 отб	22, 50 бад, 66 нбад, 5 рез. авиагруппа, 40, 446, 654, 655 иап, 8, 35, 130 каэ	38 ип, 9 миб, 7, 19, 21, 22, 35, 37, 85 пмб
1941-12-01	Да	ЗакФ	44 армия	77 гсд, 345, 404 сд	456 ап, 136 гап РВГК, 31, 180, 335, 339, 513 озад	6 мсп, 126 отб	27 иад, 135 сад, 151 раэ, 40 каэ	61 миб, 205, 587 осб
1941-12-01	Да	ЗакФ	46 армия	9, 20 гсд, 386, 388 сд, 51 УР	547 гап, 647 ап РВГК, 151, 214, 220, 511 озад		25 иад, 134 бад, 25 иап, 35 иап ПВО, 152 раэ, 3 каэ	75 оиб, 132 миб, 6 мпмб, 51 осб
1941-12-01	Да	ЗакФ	51 армия	9 ск, 156, 157, 224, 271, 276, 320, 390, 396, 398, 400 сд, 302 гсд, 12 сбр,  Азовская военная флотилия 	25 ап, 265 ап РВГК(3 д-н), 7 гв. мп(1 д-н), 638 зенап, 190 зенап(1 д-н), 380 озад	1, 13, 182, 247, 435, 653 иап, 2, 101, 103 шап, 507 сбап	275 осб
1941-12-01	Да	ЗакФ		61, 151, 223 сд. 2 вдк (2, 3, 4 вдбр), 4 маневр. вдбр	457 ап, 350 гап РВГК, 509 озад	24 отп	71 иад, 132 бад, 84, 268, 282 иап, 149, 150 раэ, 23, 128 каэ, 10 отд. авиаотряд ПВО
1941-12-01	Да		Войска обороны Москвы	332 сд, 2, 3, 4, 5 московская сд НО, 23, 24 лыжб, 303, 309 опулб	104, 168, 472, 488 гап, 524 пап РВГК, 261, 262, 266, 267, 268, 273, 276, 278 оад, Московский оад
1941-12-01	Да	Отдельная армия	4 армия	4 гв., 44, 65, 92, 191 сд, 1 гренадерская сбр, 27 кд	883 ап РВГК, 881 кап, 6, 9 огв. мд, 15 озад	60 тд, 46 тбр, 119, 120, 128 отб		159 пмб, 539 мсб
1941-12-01	Да	Отдельная армия	7 армия	21, 67, 114, 272, 314 сд, 3 бр. морской пехоты	514 ап ПТО, 1 мин. бригада, оаад , 4/7 гв. мп, 48, 54, 65 озад	44 бронедивизион	55 сад	18 оиб, 40 пмб, 184 осб
1941-12-01	Да	Отдельная армия	52 армия	111, 259, 267, 288 сд	442, 561 ап РВГК, 884 ап ПТО		2 гв., 513 иап, 313 шап
1941-12-01	Да	Отдельная армия	Приморская армия	2, 25, 95, 172 сд, 40 кд, 7, 8 бригады морской пехоты, 421 сд (1130 сп), сводный сп пограничных войск НКВД	52, 265 ап, 8 гв. мп(3 д-н), 2, 61 зенап, 26 озад	81 отб	69 иап	82, 138 осб
1941-12-01	Да	ДБА				26, 40, 42, 51, 52, 81, 133 бад
1941-12-01	Да	ВВС ПВО страны					102, 141, 142, 144, 147, 148 иад ПВО
1941-12-01	РС ВГК		26 армия	327, 329, 344 сд, 53 сбр, 73, 74 кд			704 лбап
1941-12-01	РС ВГК		28 армия	359, 363, 367, 375 сд
1941-12-01	РС ВГК		39 армия	355, 357, 361, 369, 373, 377, 381 сд, 76, 94 кд
1941-12-01	РС ВГК		57 армия	333, 335, 337, 341, 349, 351 сд, 60, 79 кд
1941-12-01	РС ВГК		58 армия	362, 364, 368, 370, 380, 384 сд, 77 кд
1941-12-01	РС ВГК		59 армия	366, 372, 374, 376, 378, 382 сд, 78, 87 кд
1941-12-01	РС ВГК		60 армия	334, 336, 358, 360 сд, 11 кд
1941-12-01	РС ВГК		61 армия	342, 346, 350, 356, 385, 387, 391 сд, 83, 91 кд			594, 703 лбап
1941-12-01	РС ВГК			338 сд, 72, 80 кд, 17, 34, 42, 45, 60, 72 сбр	137, 430, 527 гап б/м РВГК	35 тбр	10, 28, 46, 140 сад, 31 лбад, 143 бад, 9 иап, 54, 511 бап, 566 шап, 2, 40 рап, 9, 215 раэ
