1943-02-01	ДА	КарФ	14 армия	10 гв., 14 сд, 72 морская сбр, 31 лыжбр	1236 аап, 645 иптап, 275, 297 минп, 41 гв. мп, 325, 487 озадн		197 сап	31 оиб
1943-02-01	ДА	КарФ	19 армия	104, 122 сд, 77 морская сбр, опулб 	209 пап, 438 иптап, 566 минп, 53 гв. мп, 261 озадн	377, 429 отб	835 сап	279 оиб
1943-02-01	ДА	КарФ	26 армия	27, 54, 186 сд, 61, 67, 80, 85 морские сбр, опулб 	471 аап, 441, 444 иптап, 172, 278, 565 минп, 52 гв. мп, 63 гв. мп (297 д-н), 48, 298, 369 озадн	374, 375 отб, 2, 3, 24, 25 оаэсб, 73 обрп	435 сап	259 оиб
1943-02-01	ДА	КарФ	32 армия	37, 289, 313, 367 сд, 65 морская сбр, 33 лыжбр, опулб 	1237 аап, 173, 280, 298 минп, 63 гв. мп, 208, 446 озадн	376 отб, 1, 4, 8, 21, 22, 26 оаэсб	841 сап	261 оиб
1943-02-01	ДА	КарФ	7 воздушная армия				258, 259 иад, 260 бад, 261 шад, 679 трап, 42 краэ, 118 раэ
1943-02-01	ДА	КарФ		32 лыжбр	32 озадн	376 отб (рота танков КВ), 28 оаэсб, 27, 47 одн брп		1 ибр с/н, 6 гв. батальон минеров, 19, 27 оиб
1943-02-01	ДА	ЛФ	23 армия	10, 92, 291 сд, 27 сбр, 17, 22 УР	260 аап, 336 пап, 94, 883 иптап, 104 аминп, 73, 618 озадн	222 тбр, 5 оаэсб	915 сап	234 оиб
1943-02-01	ДА	ЛФ	42 армия	85, 109, 125 сд, 162 сбр, 79 УР	14 гв., 73, 1475 аап, 289, 304, 384, 509, 705, 760 иптап, 533 минп, 631 зенап	1, 2 оабрб	914 сап	54, 585 оиб
1943-02-01	ДА	ЛФ	55 армия	45 гв., 43, 56, 72 сд, 14 УР	12 гв. аап, 126 пап, 690 иптап, 534 минп, 474 зенап, 71 озадн	71 одн брп	987 сап	325, 367 оиб
1943-02-01	ДА	ЛФ	67 армия	13, 46, 90, 142, 189, 224 сд, 11, 55, 56, 102, 123, 138, 142, 250 сбр, 34, 35 лыжбр, 16 УР	28 ад (79 лабр, 81 пабр, 80 габр, 42 минбр), 28 аап, 1106 пап, 599, 754 гап, отд. гауб. адн, 882 иптап, 127, 134, 144 аминп, 174, 175 минп, 5, 6 огв. мбр, 321 гв. мп, 575, 576, 585 огв. мдн, 7 зенад (465, 632, 785, 803 зенап), 108, 613 озадн	1, 61, 152, 220 тбр, 31, 46 гв. отп, 86, 118 отб, 42 оаэсб, 3 оабрб	407 сап	53 оиб
1943-02-01	ДА	ЛФ	Приморская оперативная группа	48, 168 сд, 50 сбр, 48, 71 морские сбр, 73, 338 опаб	519 гап, 184 минп	287 отб, 17 оаэсб		295 оиб
1943-02-01	ДА	ЛФ	13 воздушная армия				273, 275 иад, 276 бад, 277 шад, 5 раэ, 12 каэ
1943-02-01	ДА	ЛФ		63 гв., 86, 123, 268 сд, 13 сбр, 260 бр морской пехоты, 6 осп морской пехоты, 122, 123, 124, 130, 131, 136 опаб внутренней обороны Ленинграда	38, 320, 322 гв. мп, 970, 988 зенап, 72, 89, 92, 116 озадн	260, 261 отп, 14, 72 одн брп		2 ибр с/н, 3 пмбр, 52 исбр, 7 гв. батальон минеров, 21, 41, 42 пмб, 106, 267 оиб, 447 осб
