1943-03-01	ДА	КарФ	14 армия	10 гв., 14 сд, 72 морская сбр, 31 лыжбр, опаб 	1236 аап, 645 иптап, 275, 287 минп, 41 гв. мп, 325, 487 озадн		197 сап	31 оиб
1943-03-01	ДА	КарФ	19 армия	104, 122 сд, 77 морская сбр, опулб 	209 пап(1 д-н), 438 иптап, 566 минп, 53 гв. мп, 261 озадн	377, 429 отб	835 сап	279 оиб
1943-03-01	ДА	КарФ	26 армия	27, 54, 186 сд, 61, 67, 85 морские сбр, опулб 	471 аап, 441, 444 иптап, 172, 278, 565 минп, 52 гв. мп, 63 гв. мп (297 д-н), 48, 298, 369 озадн	374, 375 отб, 2, 3, 24, 25 оаэсб, 73 обрп	435 сап	259 оиб
1943-03-01	ДА	КарФ	32 армия	289, 313, 367 сд, 65, 80 морские сбр, 33 лыжбр, опулб 	1237 аап, 173, 280, 298 минп, 63 гв. мп, 208, 446 озадн	376 отб, 1, 4, 8, 21, 22, 26 оаэсб	841 сап	261 оиб
1943-03-01	ДА	КарФ	7 воздушная армия				258, 260, 261 сад, 259 иад, 679 трап, 42 каэ, 118 раэ
1943-03-01	ДА	КарФ		32 лыжбр, 2/80 морской сбр	32 озадн	376 отб (рота танков КВ), 28 оаэсб, 27, 47 одн брп		1 ибр с/н, 6 гв. батальон минеров, 733 оминсб
1943-03-01	ДА	ЛФ	2 ударная армия	64 гв., 11, 18, 71, 128, 147, 314, 364, 376, 379 сд, 22 сбр, 73 морская сбр	2 ад (20 лабр, 7 пабр, 4 габр, 5 минбр), 21, 561 аап, 168, 430 гап БМ, 122, 504 аминп, 165 минп, 20, 318 гв. мп, 43 зенад (464, 635, 1463, 1464 зенап), 45 зенад (737 зенап), 15 озадн	16, 98 тбр, 32 гв. отп, 500, 501, 503, 507 отб, 32, 44 оаэсб		39 ибр с/н, 53 исбр, 770 оиб
1943-03-01	ДА	ЛФ	23 армия	10, 92, 224 сд, 27 сбр, 36 оптб, 17, 22 УР	260 аап, 336 пап, 94, 883 иптап, 73, 618 озадн	5 оаэсб, 14 одн брп	915 сап	234, 363 оиб
1943-03-01	ДА	ЛФ	42 армия	45 гв., 85, 109, 125 сд, 38 оптб, 79 УР	14 гв., 73 аап, 304, 384, 509, 705, 760 иптап, 533 аминп, 631 зенап	2 оабрб	914 сап	54, 585 оиб
1943-03-01	ДА	ЛФ	55 армия	63 гв., 43, 46, 56, 72, 131, 268 сд, 56, 250 сбр, 34, 35 лыжбр, 39 оптб, 14 УР	28 ад (81 пабр), 12 гв. аап, 126, 1486 пап, 80 габр (577 гап), 599 гап, 324 гап БМ, отд. гауб. адн, 289, 690 иптап, 104, 127, 134, 534 аминп, 174, 175, 184 минп, 6 огв. мбр, 320, 322 гв. мп, 7 зенад (465 зенап), 474, 602, 970 зенап, 71, 72, 89 озадн	222 тбр, 31 гв. отп, 1, 3 оабрб, 71 одн брп	987 сап	325, 367 оиб
