1943-01-01	ДА	КарФ	14 армия	10 гв., 14, 152 сд, 72 морская сбр, 31 лыжбр	1236 аап, 645 иптап, 41 гв. мп, 325, 487 озадн		197 сап	31 оиб
1943-01-01	ДА	КарФ	19 армия	104, 122 сд, 77 морская сбр, опулб 	209 пап, 438 иптап, минп, 53 гв. мп, 261 озадн	377, 429 отб	835 сап	279 оиб
1943-01-01	ДА	КарФ	26 армия	27, 54, 186, 263 сд, 61, 67, 80, 85 морские сбр, опулб 	471 аап, 441, 444 иптап, 172, 278, 565 минп, 52 гв. мп, 63 гв. мп(297 д-н ), 48, 369 озадн	374, 375 отб, 2, 3, 24, 25 оаэсб, 73 обрп	435 сап	259 оиб
1943-01-01	ДА	КарФ	32 армия	37, 289, 313, 367 сд, 65 морская сбр, 33 лыжбр, опулб 	1237 аап, 173, 280, 298 минп, 63 гв. мп, 208, 298 озадн	376 отб, 1, 4, 8, 21, 22, 26 оаэсб	841 сап	261 оиб
1943-01-01	ДА	КарФ	7 воздушная армия				258, 259 иад, 260 бад, 261 шад, 679 трап, 839 шап, 118 раэ, 42 каэ
1943-01-01	ДА	КарФ		32 лыжбр,  80 морская сбр(2 б-н)	32, 446 озадн	376 отб(рота танков КВ), 28 оаэсб, 27, 47 одн брп		1 ибр с/н, 6 гв. батальон минеров, 19, 27 оиб
1943-01-01	ДА	ЛФ	23 армия	10, 92, 142, 291 сд, 27 сбр, 17, 22 УР	260 аап, 336 пап, 94, 883 иптап, 104 аминп, ад (532 минп), 73, 618 озадн	152 тбр, 30 обрп	915 сап	234 оиб
1943-01-01	ДА	ЛФ	42 армия	85, 109, 125, 189 сд, 79 УР	14 гв., 73 аап, 289, 304, 384, 509, 705, 760 иптап, ад (533 минп), 631 зенап, 72 озадн	1 тбр, 31 гв. отп, 1, 2 оабрб	914 сап	54, 585 оиб
1943-01-01	ДА	ЛФ	55 армия	43, 56, 72, 90 сд, 14 УР	12 гв. аап, 126 пап, 690 иптап, ад (534 минп), 474 зенап, 71 озадн	220 тбр, 71 одн брп	987 сап	325, 367 оиб
1943-01-01	ДА	ЛФ	67 армия	45 гв., 46, 86 сд, 11, 55, 123, 138 сбр, 142 морская сбр, 35 лыжбр, 16 УР	ад (380, 596, 871 лап, 311, 1155 пап, 56, 541, 577 гап), 28 аап, 1106 пап, оадн БМ, 882 иптап, 127, 134, 144 аминп, 174, 175 минп, 5 огв. мбр, 523, 524, 525 огв. мдн, 465, 632 зенап, 89, 108, 613 озадн	86, 118 отб, 3 оабрб	407 сап	53 оиб
1943-01-01	ДА	ЛФ	Приморская оперативная группа	48, 168 сд, 50, 56 сбр, 48, 71 морские сбр, 338 опаб	519 гап, 184 минп	287 отб		295 осб
1943-01-01	ДА	ЛФ	13 воздушная армия				273, 275 иад, 276 бад, 277 шад, 5 драэ, 10 иаэ, 12 каэ
1943-01-01	ДА	ЛФ		13, 123, 136, 224, 268 сд, 102, 162, 250 сбр, 34 лыжбр, 13 УР, 122, 123, 124, 125, 130, 131 опаб внутренней обороны Ленинграда	38, 320, 321 гв. мп, 7 зенад (785, 803, 970, 988 зенап), 92, 116 озадн	61, 222 тбр, отп, 5, 17, 42 оаэсб, 72 одн брп		2 ибр с/н, 52 исбр, 7 гв. батальон минеров, 8, 12, 14, 18, 21, 41, 42 пмб, 106, 267 оиб, 447 осб
1943-01-01	ДА	ВолФ	2 ударная армия	11, 18, 71, 128, 147, 191, 256, 314, 327, 372, 376 сд, 22 сбр	561 аап, 168 гап БМ, 2 ад (5 минбр), 122, 191, 192, 193, 194, 499, 502, 503, 504 аминп, 165 минп, 20 гв. мп, 29 гв. мп, 43 зенад (464, 635, 1463, 1464 зенап), 45 зенад (1, 2, 737 зенап), 15, 213 озадн	16, 98, 122, 185 тбр, 32 гв. отп, 500, 501, 503, 507 отб, 32, 44 оаэсб, 22 отд. зенит. бронепоезд	696 сап	136, 770 оиб
1943-01-01	ДА	ВолФ	4 армия	44, 288, 310 сд, 24, 58 сбр, 39 лыжбр, 206 опаб	8 гв. аап,  20 гв. мп(211 д-н)	7 гв. тбр, 32 одн брп	689 сап	365 оиб
1943-01-01	ДА	ВолФ	8 армия	80, 265, 286, 364 сд, 1, 53 сбр, 73 морская сбр	71 гв., 70 аап, 884 иптап, 5 минбр(145 минп), 146, 500, 501 аминп, 30, 318 гв. мп, 509, 512 огв. тмдн, 41 зенад (244, 245, 463, 634 зенап), 177 озадн	25 отп, 107, 502 отб, 47, 49 оабрб, 50 одн брп, 4, 123 отд. зенит. бронепоезда	935 сап	112 оиб
1943-01-01	ДА	ВолФ	52 армия	65, 165, 225 сд, 38 лыжбр, 150 УР	448 аап, 506 аминп,  28 гв. мп(231 д-н)	34, 53 оаэсб	662 сап	109, 366 оиб
1943-01-01	ДА	ВолФ	54 армия	115, 177, 198, 281, 285, 294, 311 сд, 6 бр морской пехоты, 140 сбр	319 гв. мп, 461 озадн	124 тбр, 48 оабрб	691 сап	364 оиб
1943-01-01	ДА	ВолФ	59 армия	2, 377, 378, 382 сд, 37 лыжбр, 42, 47, 215 опаб	367 аап, 505 аминп, 28 гв. мп 	29 тбр, 48 одн брп	660 сап	539 оминсб, 771 оиб
1943-01-01	ДА	ВолФ	14 воздушная армия				2 иак (209, 215 иад), 279 иад, 280 бад, 281 шад, 844 трап, 8 драэ, 28 каэ
1943-01-01	ДА	ВолФ		239, 379 сд, 11, 12, 13 лыжбр	2 ад (20 лабр, 7 пабр, 4 габр), 13 гв., 21, 24 аап, 430 гап БМ, 46 зенад (21, 22, 23, 24 зенап), 45 зенад (707 зенап), 168, 216 озадн	23 одн брп		1 иминбр, 39 ибр с/н, 53 исбр, 8 гв., батальон минеров, 734 оминсб, 32, 34, 36, 38, 55 пмб, 40, 135 оиб
