1942-12-01	ДА	КарФ	14 армия	10 гв., 14, 152 сд, 72 морская сбр, 31 лыжбр	1236 аап, 645 иптап, 41 гв. мп, 325, 487 озадн		197 сап	31 оиб
1942-12-01	ДА	КарФ	19 армия	104, 122 сд, 77 морская сбр	209 пап, 438 иптап, 53 гв. мп, 261 озадн	377, 429 отб	435 сап	279 оиб
1942-12-01	ДА	КарФ	26 армия	27, 54, 1861, 263 сд, 61, 67, 80, 85 морские сбр	471 аап, 441, 444 иптап, 172 минп, 52 гв. мп, 63 гв. мп(297 д-н), 48, 369 озадн	374, 375 отб, 73 отд. бронепоезд	835 сап	259 оиб
1942-12-01	ДА	КарФ	32 армия	37, 289, 313, 367 сд, 65 морская сбр, 33 лыжбр	1237 аап, 173 минп, 63 гв. мп, 208, 298 озадн	376 отб	841 сап	261 оиб
1942-12-01	ДА	КарФ	7 воздушная армия				258, 259 иад, 260 бад, 261 шад, 668, 679 лбап, 152, 839 иап, 42, 118 раэ
1942-12-01	ДА	КарФ		32 лыжбр, 34 осб	32, 446 озадн	1, 2, 3, 4, 8, 21, 22, 24, 25, 26, 28 оаэсб, 27, 47 одн бронепоездов		1 ибр с/н, 6, 10 гв. батальоны минеров, 19, 27 оиб, 733 оминсб
1942-12-01	ДА	ЛФ	23 армия	10, 92, 123, 142, 291 сд, 27 сбр, 17, 22 УР	260 аап, 336, 1106 пап, 94, 883 иптап, 104 минп, 632 зенап, 73, 108, 618 озадн	152 тбр, 30 отд. бронепоезд		234 оиб
1942-12-01	ДА	ЛФ	42 армия	13, 85, 109, 125, 189 сд, 79 УР	14 гв., 73, 311 аап, 541 гап, 289, 304, 384, 509, 596, 705, 760 иптап, 127 минп, 631 зенап, 72 озадн	1 тбр, 31 гв. отп, 1, 2 отд. автобронебатальоны		54, 585 оиб
1942-12-01	ДА	ЛФ	55 армия	43, 56, 72, 90 сд, 14 УР	12 гв. аап, 126 пап, 690 иптап, 134, 175 минп, 474 зенап, 71 озадн	220 тбр, 71 одн бронепоездов		325, 367 оиб
1942-12-01	ДА	ЛФ	67 армия	45 гв., 46, 86 сд, 11, 55 сбр, 35 лыжбр, 16 УР	28 аап, 577 гап, 1155 пап, 380, 871, 872 иптап, 144, 174 минп, 523, 524, 525, 526, 539, 540 огв. тмдн, 465 зенап, 89, 613 озадн	68, 118 отб, 3 отд. автобронебатальон		53 оиб
1942-12-01	ДА	ЛФ	Приморская оперативная группа	48, 168 сд, 50, 56 сбр, 48, 71 морские сбр, 73, 338 опаб	519 гап, 184 минп	287 отб		295 оиб
1942-12-01	ДА	ЛФ	13 воздушная армия				275 иад, 276 бад, 277 шад, 13 рап, 12 каэ, 196, 286 иап, 32 гв., 987 бап
1942-12-01	ДА	ЛФ		136, 268 сд, 13, 162 сбр, 34 лыжбр, 13 УР	56 гап, 38 гв. мп, 300 огв. тмдн, 349 огв. мдн, 92, 116 озадн	61, 222 тбр, 72 одн бронепоездов		2 ибр с/н, 52 исбр, 7 гв. батальон минеров, 8, 12, 14, 18, 21, 41, 42 пмб, 106, 267 оиб, 447 осб
1942-12-01	ДА	ВолФ	2 ударная армия	327, 376 сд, 22, 53 сбр, 73 морская сбр	168 гап б/м, 117, 120, 165 минп, 245 зенап	16, 122 тбр, 500, 501, 503, 507 отб		771 оиб
1942-12-01	ДА	ВолФ	4 армия	44, 288, 310 сд, 24, 58 сбр, 206 опаб	8 гв. аап, 20 гв. мп(211 д-н), 635 зенап, 213 озадн	7 гв., 185 тбр, 32 одн бронепоездов		365 оиб, 734 оминсб
1942-12-01	ДА	ВолФ	8 армия	11, 80, 128, 256, 265, 286, 314, 327 сд, 1 сбр	71 гв., 70 аап, 884 иптап, 109, 122, 145, 146 минп, 30 гв. мп, 50 огв. мдн, 509, 512 огв. тмдн, 244, 463, 634 зенап, 177 озадн	25 отп, 107, 502 отб, 47, 49 автобронебатальоны, 50 одн бронепоездов, 4 отд. бронепоезд		112, 135 оиб
1942-12-01	ДА	ВолФ	52 армия	65, 165, 225 сд, 38 лыжбр, 150 УР	430 гап б/м, 448 аап, 194 минп, 28 гв. мп(231 д-н)	193 отб		32 пмб, 366 оиб
1942-12-01	ДА	ВолФ	54 армия	115, 177, 198, 281, 285, 294, 311 сд, 140 сбр, 6 бр. морской пехоты	13 гв., 21, 24 аап, 823 оадн, 29 гв. мп, 51 огв. мдн, 461 озадн	124 тбр, 48 отд. автобронебатальон		36, 38 пмб, 135, 364 оиб
1942-12-01	ДА	ВолФ	59 армия	2, 191, 377, 378, 382 сд, 42, 47, 215 опаб	367, 561 аап, 193 минп, 20 гв. мп, 28 гв. мп, 464, 737 зенап, 15 озадн	29, 98 тбр, 48 одн бронепоездов		539 оминсб, 771 оиб
1942-12-01	ДА	ВолФ	14 воздушная армия				279 иад, 280 бад, 281 шад, 658, 844, 935 лбап, 660, 662, 689, 691, 696 сап, 8 раэ, 33 каэ
1942-12-01	ДА	ВолФ		71 сд, 37, 39 лыжбр	2 ад, 707 зенап, 168, 216 озадн	23 одн бронепоездов		3 сбр, 39 ибр с/н, 8 гв. батальон минеров, 40, 109 оиб, 34, 55, 159 пмб
