001	1942-08-01	ДА
001	1942-08-01	ДА	КарФ
001	1942-08-01	ДА	КарФ	14 армия
001	1942-08-01	ДА	КарФ	14 армия	10 гв.
001	1942-08-01	ДА	КарФ	14 армия	152 сд
001	1942-08-01	ДА	КарФ	14 армия	5 лыжбр
001	1942-08-01	ДА	КарФ	14 армия	6 лыжбр
001	1942-08-01	ДА	КарФ	14 армия	1236 аап
001	1942-08-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-08-01	ДА	КарФ	14 армия	19 гв.
001	1942-08-01	ДА	КарФ	14 армия	20 гв.
001	1942-08-01	ДА	КарФ	14 армия	837 иап
001	1942-08-01	ДА	КарФ	14 армия	31 оиб
001	1942-08-01	ДА	КарФ	14 армия	90 оиб
001	1942-08-01	ДА	КарФ	14 армия	259 оиб
002	1942-08-01	ДА	КарФ	19 армия
002	1942-08-01	ДА	КарФ	19 армия	104 сд
002	1942-08-01	ДА	КарФ	19 армия	122 сд
002	1942-08-01	ДА	КарФ	19 армия	438 иптап
002	1942-08-01	ДА	КарФ	19 армия	261 озадн
002	1942-08-01	ДА	КарФ	19 армия	487 озадн
002	1942-08-01	ДА	КарФ	19 армия	377 отб
002	1942-08-01	ДА	КарФ	19 армия	429 отб
002	1942-08-01	ДА	КарФ	19 армия	137 бап
002	1942-08-01	ДА	КарФ	19 армия	608 бап
002	1942-08-01	ДА	КарФ	19 армия	609 иап
002	1942-08-01	ДА	КарФ	19 армия	835 иап
002	1942-08-01	ДА	КарФ	19 армия	279 оиб
003	1942-08-01	ДА	КарФ	26 армия
003	1942-08-01	ДА	КарФ	26 армия	23 гв.
003	1942-08-01	ДА	КарФ	26 армия	54 сд
003	1942-08-01	ДА	КарФ	26 армия	1861 сд
003	1942-08-01	ДА	КарФ	26 армия	263 сд
003	1942-08-01	ДА	КарФ	26 армия	80 морские сбр
003	1942-08-01	ДА	КарФ	26 армия	85 морские сбр
003	1942-08-01	ДА	КарФ	26 армия	471 аап
003	1942-08-01	ДА	КарФ	26 армия	444 иптап
003	1942-08-01	ДА	КарФ	26 армия	52 гв. мп
003	1942-08-01	ДА	КарФ	26 армия	48 озадн
003	1942-08-01	ДА	КарФ	26 армия	374 отб
003	1942-08-01	ДА	КарФ	26 армия	375 отб
003	1942-08-01	ДА	КарФ	26 армия	80 бап
003	1942-08-01	ДА	КарФ	26 армия	21 оиб
003	1942-08-01	ДА	КарФ	26 армия	30 оиб
004	1942-08-01	ДА	КарФ	32 армия
004	1942-08-01	ДА	КарФ	32 армия	37 сд
004	1942-08-01	ДА	КарФ	32 армия	71 сд
004	1942-08-01	ДА	КарФ	32 армия	289 сд
004	1942-08-01	ДА	КарФ	32 армия	313 сд
004	1942-08-01	ДА	КарФ	32 армия	367 сд
004	1942-08-01	ДА	КарФ	32 армия	2 сбр
004	1942-08-01	ДА	КарФ	32 армия	1237 аап
