001	1942-07-01	ДА
001	1942-07-01	ДА	КарФ
001	1942-07-01	ДА	КарФ	14 армия
001	1942-07-01	ДА	КарФ	14 армия	10 гв.
001	1942-07-01	ДА	КарФ	14 армия	72 морская сбр
001	1942-07-01	ДА	КарФ	14 армия	6 лыжбр
001	1942-07-01	ДА	КарФ	14 армия	23 УР
001	1942-07-01	ДА	КарФ	14 армия	104 аап
001	1942-07-01	ДА	КарФ	14 армия	1236 аап
001	1942-07-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-07-01	ДА	КарФ	14 армия	19 гв.
001	1942-07-01	ДА	КарФ	14 армия	20 гв.
001	1942-07-01	ДА	КарФ	14 армия	837 иап
001	1942-07-01	ДА	КарФ	14 армия	31 оиб
001	1942-07-01	ДА	КарФ	14 армия	90 оиб
001	1942-07-01	ДА	КарФ	14 армия	259 оиб
002	1942-07-01	ДА	КарФ	19 армия
002	1942-07-01	ДА	КарФ	19 армия	104 сд
002	1942-07-01	ДА	КарФ	19 армия	122 сд
002	1942-07-01	ДА	КарФ	19 армия	438 лап
002	1942-07-01	ДА	КарФ	19 армия	261 озадн
002	1942-07-01	ДА	КарФ	19 армия	487 озадн
002	1942-07-01	ДА	КарФ	19 армия	377 отб
002	1942-07-01	ДА	КарФ	19 армия	429 отб
002	1942-07-01	ДА	КарФ	19 армия	435 иап
002	1942-07-01	ДА	КарФ	19 армия	609 иап
002	1942-07-01	ДА	КарФ	19 армия	835 иап
002	1942-07-01	ДА	КарФ	19 армия	279 оиб
003	1942-07-01	ДА	КарФ	26 армия
003	1942-07-01	ДА	КарФ	26 армия	23 гв.
003	1942-07-01	ДА	КарФ	26 армия	54 сд
003	1942-07-01	ДА	КарФ	26 армия	263 сд
003	1942-07-01	ДА	КарФ	26 армия	80 морские сбр
003	1942-07-01	ДА	КарФ	26 армия	85 морские сбр
003	1942-07-01	ДА	КарФ	26 армия	471 аап
003	1942-07-01	ДА	КарФ	26 армия	444 лап
003	1942-07-01	ДА	КарФ	26 армия	52 гв. мп
003	1942-07-01	ДА	КарФ	26 армия	48 озадн
003	1942-07-01	ДА	КарФ	26 армия	374 отб
003	1942-07-01	ДА	КарФ	26 армия	375 отб
003	1942-07-01	ДА	КарФ	26 армия	17 гв. шап
003	1942-07-01	ДА	КарФ	26 армия	21 оиб
003	1942-07-01	ДА	КарФ	26 армия	30 оиб
004	1942-07-01	ДА	КарФ	32 армия
004	1942-07-01	ДА	КарФ	32 армия	37 сд
004	1942-07-01	ДА	КарФ	32 армия	71 сд
004	1942-07-01	ДА	КарФ	32 армия	289 сд
004	1942-07-01	ДА	КарФ	32 армия	313 сд
004	1942-07-01	ДА	КарФ	32 армия	367 сд
004	1942-07-01	ДА	КарФ	32 армия	2 сбр
004	1942-07-01	ДА	КарФ	32 армия	65 морские сбр
004	1942-07-01	ДА	КарФ	32 армия	1237 аап
004	1942-07-01	ДА	КарФ	32 армия	63 гв. мп
004	1942-07-01	ДА	КарФ	32 армия	298 озадн
004	1942-07-01	ДА	КарФ	32 армия	376 отб
004	1942-07-01	ДА	КарФ	32 армия	152 иап
004	1942-07-01	ДА	КарФ	32 армия	195 иап
004	1942-07-01	ДА	КарФ	32 армия	828 иап
004	1942-07-01	ДА	КарФ	32 армия	31 оиб
004	1942-07-01	ДА	КарФ	32 армия	261 оиб
005	1942-07-01	ДА	КарФ	152 
005	1942-07-01	ДА	КарФ	1861 
005	1942-07-01	ДА	КарФ	3 сбр
005	1942-07-01	ДА	КарФ	32 озадн
005	1942-07-01	ДА	КарФ	446 озадн
005	1942-07-01	ДА	КарФ	27 одн бронепоездов
005	1942-07-01	ДА	КарФ	47 одн бронепоездов
005	1942-07-01	ДА	КарФ	80 бап
005	1942-07-01	ДА	КарФ	137 бап
005	1942-07-01	ДА	КарФ	608 бап
005	1942-07-01	ДА	КарФ	118 раэ
005	1942-07-01	ДА	КарФ	839 иап
005	1942-07-01	ДА	КарФ	841 иап
005	1942-07-01	ДА	КарФ	1 ибр с/н
005	1942-07-01	ДА	КарФ	27 оиб
006	1942-07-01	ДА	ЛФ
006	1942-07-01	ДА	ЛФ	23 армия
006	1942-07-01	ДА	ЛФ	23 армия	123 сд
006	1942-07-01	ДА	ЛФ	23 армия	136 сд
006	1942-07-01	ДА	ЛФ	23 армия	142 сд
006	1942-07-01	ДА	ЛФ	23 армия	291 сд
006	1942-07-01	ДА	ЛФ	23 армия	20 сд НКВД
006	1942-07-01	ДА	ЛФ	23 армия	28 аап
006	1942-07-01	ДА	ЛФ	23 армия	577 гап
006	1942-07-01	ДА	ЛФ	23 армия	883 лап
006	1942-07-01	ДА	ЛФ	23 армия	73 озадн
006	1942-07-01	ДА	ЛФ	23 армия	108 озадн
006	1942-07-01	ДА	ЛФ	23 армия	152 тбр
006	1942-07-01	ДА	ЛФ	23 армия	14 гв. иап
006	1942-07-01	ДА	ЛФ	23 армия	14 пмб
006	1942-07-01	ДА	ЛФ	23 армия	234 оиб
007	1942-07-01	ДА	ЛФ	42 армия
007	1942-07-01	ДА	ЛФ	42 армия	13 сд
007	1942-07-01	ДА	ЛФ	42 армия	21 сд
007	1942-07-01	ДА	ЛФ	42 армия	72 сд
007	1942-07-01	ДА	ЛФ	42 армия	85 сд
007	1942-07-01	ДА	ЛФ	42 армия	189 сд
007	1942-07-01	ДА	ЛФ	42 армия	247 опаб
