001	1943-01-01	ДА
001	1943-01-01	ДА	КарФ
001	1943-01-01	ДА	КарФ	14 армия
001	1943-01-01	ДА	КарФ	14 армия	10 гв.
001	1943-01-01	ДА	КарФ	14 армия	152 сд
001	1943-01-01	ДА	КарФ	14 армия	31 лыжбр
001	1943-01-01	ДА	КарФ	14 армия	1236 аап
001	1943-01-01	ДА	КарФ	14 армия	41 гв. мп
001	1943-01-01	ДА	КарФ	14 армия	487 озадн
001	1943-01-01	ДА	КарФ	14 армия	197 сап
001	1943-01-01	ДА	КарФ	14 армия	31 оиб
002	1943-01-01	ДА	КарФ	19 армия
002	1943-01-01	ДА	КарФ	19 армия	104 сд
002	1943-01-01	ДА	КарФ	19 армия	122 сд
002	1943-01-01	ДА	КарФ	19 армия	209 пап
002	1943-01-01	ДА	КарФ	19 армия	53 гв. мп
002	1943-01-01	ДА	КарФ	19 армия	377 отб
002	1943-01-01	ДА	КарФ	19 армия	429 отб
002	1943-01-01	ДА	КарФ	19 армия	835 сап
002	1943-01-01	ДА	КарФ	19 армия	279 оиб
003	1943-01-01	ДА	КарФ	26 армия
003	1943-01-01	ДА	КарФ	26 армия	63 гв. мп
003	1943-01-01	ДА	КарФ	26 армия	297 д
003	1943-01-01	ДА	КарФ	26 армия	369 озадн
003	1943-01-01	ДА	КарФ	26 армия	374 отб
003	1943-01-01	ДА	КарФ	26 армия	375 отб
003	1943-01-01	ДА	КарФ	26 армия	3 оаэсб
003	1943-01-01	ДА	КарФ	26 армия	24 оаэсб
003	1943-01-01	ДА	КарФ	26 армия	25 оаэсб
003	1943-01-01	ДА	КарФ	26 армия	435 сап
003	1943-01-01	ДА	КарФ	26 армия	259 оиб
004	1943-01-01	ДА	КарФ	32 армия
004	1943-01-01	ДА	КарФ	32 армия	37 сд
004	1943-01-01	ДА	КарФ	32 армия	289 сд
004	1943-01-01	ДА	КарФ	32 армия	313 сд
004	1943-01-01	ДА	КарФ	32 армия	367 сд
004	1943-01-01	ДА	КарФ	32 армия	33 лыжбр
004	1943-01-01	ДА	КарФ	32 армия	1237 аап
