001	1944-03-01	ДА
001	1944-03-01	ДА	КарФ
001	1944-03-01	ДА	КарФ	7 армия
001	1944-03-01	ДА	КарФ	7 армия	4 ск
001	1944-03-01	ДА	КарФ	7 армия	114 сд
001	1944-03-01	ДА	КарФ	7 армия	272 сд
001	1944-03-01	ДА	КарФ	7 армия	368 сд
001	1944-03-01	ДА	КарФ	7 армия	70 морсбр
001	1944-03-01	ДА	КарФ	7 армия	31 обмп
001	1944-03-01	ДА	КарФ	7 армия	354 отпадн
001	1944-03-01	ДА	КарФ	7 армия	514 иптап
001	1944-03-01	ДА	КарФ	7 армия	46 гв. мп
001	1944-03-01	ДА	КарФ	7 армия	64 гв. мп
001	1944-03-01	ДА	КарФ	7 армия	54 озадн
001	1944-03-01	ДА	КарФ	7 армия	268 озадн
001	1944-03-01	ДА	КарФ	7 армия	616 озадн
001	1944-03-01	ДА	КарФ	7 армия	363 отб
001	1944-03-01	ДА	КарФ	7 армия	431 отб
001	1944-03-01	ДА	КарФ	7 армия	16 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	23 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	29 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	30 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	31 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	38 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	40 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	47 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	64 оаэсб
001	1944-03-01	ДА	КарФ	7 армия	257 сад
001	1944-03-01	ДА	КарФ	7 армия	1 гв. осапб
001	1944-03-01	ДА	КарФ	7 армия	7 ооб
002	1944-03-01	ДА	КарФ	14 армия
002	1944-03-01	ДА	КарФ	14 армия	10 гв.
002	1944-03-01	ДА	КарФ	14 армия	72 морсбр
002	1944-03-01	ДА	КарФ	14 армия	1236 пап
002	1944-03-01	ДА	КарФ	14 армия	297 минп
002	1944-03-01	ДА	КарФ	14 армия	156 зенап
002	1944-03-01	ДА	КарФ	14 армия	487 озадн
002	1944-03-01	ДА	КарФ	14 армия	37 оаэсб
002	1944-03-01	ДА	КарФ	14 армия	45 оаэсб
002	1944-03-01	ДА	КарФ	14 армия	31 оиб
003	1944-03-01	ДА	КарФ	19 армия
003	1944-03-01	ДА	КарФ	19 армия	21 сд
003	1944-03-01	ДА	КарФ	19 армия	67 сд
003	1944-03-01	ДА	КарФ	19 армия	104 сд
003	1944-03-01	ДА	КарФ	19 армия	122 сд
003	1944-03-01	ДА	КарФ	19 армия	7 лыжбр
003	1944-03-01	ДА	КарФ	19 армия	1293 пап
003	1944-03-01	ДА	КарФ	19 армия	53 гв. мп
003	1944-03-01	ДА	КарФ	19 армия	261 озадн
003	1944-03-01	ДА	КарФ	19 армия	377 отб
003	1944-03-01	ДА	КарФ	19 армия	429 отб
003	1944-03-01	ДА	КарФ	19 армия	1 ибр с/н
003	1944-03-01	ДА	КарФ	19 армия	193 орро
004	1944-03-01	ДА	КарФ	26 армия
004	1944-03-01	ДА	КарФ	26 армия	31 ск
004	1944-03-01	ДА	КарФ	26 армия	45 сд
004	1944-03-01	ДА	КарФ	26 армия	83 сд
004	1944-03-01	ДА	КарФ	26 армия	205 сд
004	1944-03-01	ДА	КарФ	26 армия	367 сд
004	1944-03-01	ДА	КарФ	26 армия	54 сд
004	1944-03-01	ДА	КарФ	26 армия	471 пап
004	1944-03-01	ДА	КарФ	26 армия	172 минп
004	1944-03-01	ДА	КарФ	26 армия	278 минп
004	1944-03-01	ДА	КарФ	26 армия	565 минп
004	1944-03-01	ДА	КарФ	26 армия	272 зенап
004	1944-03-01	ДА	КарФ	26 армия	369 озадн
004	1944-03-01	ДА	КарФ	26 армия	374 отб
004	1944-03-01	ДА	КарФ	26 армия	375 отб
004	1944-03-01	ДА	КарФ	26 армия	170 оиб
004	1944-03-01	ДА	КарФ	26 армия	194 орро
004	1944-03-01	ДА	КарФ	26 армия	195 орро
005	1944-03-01	ДА	КарФ	32 армия
005	1944-03-01	ДА	КарФ	32 армия	176 сд
005	1944-03-01	ДА	КарФ	32 армия	289 сд
005	1944-03-01	ДА	КарФ	32 армия	313 сд
005	1944-03-01	ДА	КарФ	32 армия	1237 пап
005	1944-03-01	ДА	КарФ	32 армия	280 минп
005	1944-03-01	ДА	КарФ	32 армия	298 минп
005	1944-03-01	ДА	КарФ	32 армия	275 зенап
005	1944-03-01	ДА	КарФ	32 армия	446 озадн
005	1944-03-01	ДА	КарФ	32 армия	376 отб
005	1944-03-01	ДА	КарФ	32 армия	3 оаэсб
005	1944-03-01	ДА	КарФ	32 армия	13 оаэсб
005	1944-03-01	ДА	КарФ	32 армия	21 оаэсб
