001	1942-05-01	ДА
001	1942-05-01	ДА	КарФ
001	1942-05-01	ДА	КарФ	14 армия
001	1942-05-01	ДА	КарФ	14 армия	10 гв.
001	1942-05-01	ДА	КарФ	14 армия	72 морская сбр
001	1942-05-01	ДА	КарФ	14 армия	6 лыжбр
001	1942-05-01	ДА	КарФ	14 армия	23 УР
001	1942-05-01	ДА	КарФ	14 армия	104 аап
001	1942-05-01	ДА	КарФ	14 армия	471 аап
001	1942-05-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-05-01	ДА	КарФ	14 армия	20 гв.
001	1942-05-01	ДА	КарФ	14 армия	137 бап
001	1942-05-01	ДА	КарФ	14 армия	608 бап
001	1942-05-01	ДА	КарФ	14 армия	31 оиб
001	1942-05-01	ДА	КарФ	14 армия	259 оиб
002	1942-05-01	ДА	КарФ	19 армия
002	1942-05-01	ДА	КарФ	19 армия	471 аап
002	1942-05-01	ДА	КарФ	19 армия	1 д
002	1942-05-01	ДА	КарФ	19 армия	487 озадн
002	1942-05-01	ДА	КарФ	19 армия	377 отб
002	1942-05-01	ДА	КарФ	19 армия	429 отб
002	1942-05-01	ДА	КарФ	19 армия	19 гв.
002	1942-05-01	ДА	КарФ	19 армия	835 иап
002	1942-05-01	ДА	КарФ	19 армия	90 оиб
002	1942-05-01	ДА	КарФ	19 армия	279 оиб
003	1942-05-01	ДА	КарФ	26 армия
003	1942-05-01	ДА	КарФ	26 армия	23 гв.
003	1942-05-01	ДА	КарФ	26 армия	54 сд
003	1942-05-01	ДА	КарФ	26 армия	152 сд
003	1942-05-01	ДА	КарФ	26 армия	1861 сд
003	1942-05-01	ДА	КарФ	26 армия	263 сд
003	1942-05-01	ДА	КарФ	26 армия	80 морские сбр
003	1942-05-01	ДА	КарФ	26 армия	8 лыжбр
003	1942-05-01	ДА	КарФ	26 армия	52 гв. мп
003	1942-05-01	ДА	КарФ	26 армия	374 отб
003	1942-05-01	ДА	КарФ	26 армия	25 оаэсб
003	1942-05-01	ДА	КарФ	26 армия	34 оаэсб
003	1942-05-01	ДА	КарФ	26 армия	54 оаэсб
003	1942-05-01	ДА	КарФ	26 армия	17 гв. шап
003	1942-05-01	ДА	КарФ	26 армия	679 лбап
004	1942-05-01	ДА	КарФ	32 армия
