001	1944-10-01	ДА
001	1944-10-01	ДА	КарФ
001	1944-10-01	ДА	КарФ	7 армия
001	1944-10-01	ДА	КарФ	7 армия	4 ск
001	1944-10-01	ДА	КарФ	7 армия	272 сд
001	1944-10-01	ДА	КарФ	7 армия	310 сд
001	1944-10-01	ДА	КарФ	7 армия	30 лыжбр
001	1944-10-01	ДА	КарФ	7 армия	32 лыжбр
001	1944-10-01	ДА	КарФ	7 армия	162 УР
001	1944-10-01	ДА	КарФ	7 армия	149 кап
001	1944-10-01	ДА	КарФ	7 армия	514 иптап
001	1944-10-01	ДА	КарФ	7 армия	46 гв. мп
001	1944-10-01	ДА	КарФ	7 армия	64 гв. мп
001	1944-10-01	ДА	КарФ	7 армия	54 озадн
001	1944-10-01	ДА	КарФ	7 армия	616 озадн
001	1944-10-01	ДА	КарФ	7 армия	92 отп
001	1944-10-01	ДА	КарФ	7 армия	1 гв. осапб
001	1944-10-01	ДА	КарФ	7 армия	733 оиб
001	1944-10-01	ДА	КарФ	7 армия	7 ооб
002	1944-10-01	ДА	КарФ	14 армия
002	1944-10-01	ДА	КарФ	14 армия	99 ск
002	1944-10-01	ДА	КарФ	14 армия	65 сд
002	1944-10-01	ДА	КарФ	14 армия	114 сд
002	1944-10-01	ДА	КарФ	14 армия	368 сд
002	1944-10-01	ДА	КарФ	14 армия	126 лгск 
002	1944-10-01	ДА	КарФ	14 армия	72 морсбр
002	1944-10-01	ДА	КарФ	14 армия	127 лгск 
002	1944-10-01	ДА	КарФ	14 армия	3 брмп
002	1944-10-01	ДА	КарФ	14 армия	70 морсбр
002	1944-10-01	ДА	КарФ	14 армия	131 ск 
002	1944-10-01	ДА	КарФ	14 армия	10 гв.
002	1944-10-01	ДА	КарФ	14 армия	45 сд
002	1944-10-01	ДА	КарФ	14 армия	2 УР
002	1944-10-01	ДА	КарФ	14 армия	901 горн.
002	1944-10-01	ДА	КарФ	14 армия	905 горн.
002	1944-10-01	ДА	КарФ	14 армия	1066 кап
002	1944-10-01	ДА	КарФ	14 армия	1942 кап
002	1944-10-01	ДА	КарФ	14 армия	1237 пап
002	1944-10-01	ДА	КарФ	14 армия	172 минп
002	1944-10-01	ДА	КарФ	14 армия	173 минп
002	1944-10-01	ДА	КарФ	14 армия	275 минп
002	1944-10-01	ДА	КарФ	14 армия	297 минп
002	1944-10-01	ДА	КарФ	14 армия	482 минп
002	1944-10-01	ДА	КарФ	14 армия	535 минп
002	1944-10-01	ДА	КарФ	14 армия	619 минп
002	1944-10-01	ДА	КарФ	14 армия	620 минп
002	1944-10-01	ДА	КарФ	14 армия	25 гв. мбр
002	1944-10-01	ДА	КарФ	14 армия	41 гв. мп
002	1944-10-01	ДА	КарФ	14 армия	44 гв. мп
002	1944-10-01	ДА	КарФ	14 армия	1407 зенап
002	1944-10-01	ДА	КарФ	14 армия	1411 зенап
002	1944-10-01	ДА	КарФ	14 армия	1415 зенап
002	1944-10-01	ДА	КарФ	14 армия	1527 зенап
002	1944-10-01	ДА	КарФ	14 армия	325 озадн
002	1944-10-01	ДА	КарФ	14 армия	487 озадн
002	1944-10-01	ДА	КарФ	14 армия	7 гв. тбр
002	1944-10-01	ДА	КарФ	14 армия	339 гв. тсап
002	1944-10-01	ДА	КарФ	14 армия	378 гв. тсап
002	1944-10-01	ДА	КарФ	14 армия	284 омб 
002	1944-10-01	ДА	КарФ	14 армия	20 шисбр
002	1944-10-01	ДА	КарФ	14 армия	31 оиб
002	1944-10-01	ДА	КарФ	14 армия	97 пмб
003	1944-10-01	ДА	КарФ	19 армия
003	1944-10-01	ДА	КарФ	19 армия	133 ск
003	1944-10-01	ДА	КарФ	19 армия	67 сд
003	1944-10-01	ДА	КарФ	19 армия	104 сд
003	1944-10-01	ДА	КарФ	19 армия	134 ск 
003	1944-10-01	ДА	КарФ	19 армия	122 сд
003	1944-10-01	ДА	КарФ	19 армия	341 сд
003	1944-10-01	ДА	КарФ	19 армия	1216 кап
003	1944-10-01	ДА	КарФ	19 армия	1293 пап
003	1944-10-01	ДА	КарФ	19 армия	53 гв. мп
003	1944-10-01	ДА	КарФ	19 армия	59 гв. мп
003	1944-10-01	ДА	КарФ	19 армия	305 гв. мп
003	1944-10-01	ДА	КарФ	19 армия	48 озадн
003	1944-10-01	ДА	КарФ	19 армия	208 озадн
003	1944-10-01	ДА	КарФ	19 армия	261 озадн
003	1944-10-01	ДА	КарФ	19 армия	38 гв. тбр
003	1944-10-01	ДА	КарФ	19 армия	13 шисбр
003	1944-10-01	ДА	КарФ	19 армия	193 орро
004	1944-10-01	ДА	КарФ	26 армия
004	1944-10-01	ДА	КарФ	26 армия	132 ск
004	1944-10-01	ДА	КарФ	26 армия	27 сд
004	1944-10-01	ДА	КарФ	26 армия	54 сд
004	1944-10-01	ДА	КарФ	26 армия	367 сд
004	1944-10-01	ДА	КарФ	26 армия	471 пап
004	1944-10-01	ДА	КарФ	26 армия	354 отпадн
004	1944-10-01	ДА	КарФ	26 армия	565 минп
004	1944-10-01	ДА	КарФ	26 армия	272 зенап
004	1944-10-01	ДА	КарФ	26 армия	91 отп
004	1944-10-01	ДА	КарФ	26 армия	170 оиб
004	1944-10-01	ДА	КарФ	26 армия	195 орро
005	1944-10-01	ДА	КарФ	32 армия
005	1944-10-01	ДА	КарФ	32 армия	135 ск
005	1944-10-01	ДА	КарФ	32 армия	176 сд
005	1944-10-01	ДА	КарФ	32 армия	289 сд
005	1944-10-01	ДА	КарФ	32 армия	313 сд
005	1944-10-01	ДА	КарФ	32 армия	621 минп
005	1944-10-01	ДА	КарФ	32 армия	275 зенап
005	1944-10-01	ДА	КарФ	32 армия	446 озадн
005	1944-10-01	ДА	КарФ	32 армия	29 тбр
005	1944-10-01	ДА	КарФ	32 армия	261 оиб
005	1944-10-01	ДА	КарФ	32 армия	6 ооб
005	1944-10-01	ДА	КарФ	32 армия	196 орро
006	1944-10-01	ДА	КарФ	7 воздушная армия
006	1944-10-01	ДА	КарФ	7 воздушная армия	1006 зенап
006	1944-10-01	ДА	КарФ	7 воздушная армия	1598 зенап
006	1944-10-01	ДА	КарФ	7 воздушная армия	1599 зенап
006	1944-10-01	ДА	КарФ	7 воздушная армия	113 бад
006	1944-10-01	ДА	КарФ	7 воздушная армия	257 сад
006	1944-10-01	ДА	КарФ	7 воздушная армия	260 сад
006	1944-10-01	ДА	КарФ	7 воздушная армия	261 сад
006	1944-10-01	ДА	КарФ	7 воздушная армия	114 гв.
006	1944-10-01	ДА	КарФ	7 воздушная армия	858 иап
006	1944-10-01	ДА	КарФ	7 воздушная армия	81 санап
006	1944-10-01	ДА	КарФ	7 воздушная армия	108 раэ
006	1944-10-01	ДА	КарФ	7 воздушная армия	119 раэ
007	1944-10-01	ДА	КарФ	31 ск
007	1944-10-01	ДА	КарФ	83 сд
007	1944-10-01	ДА	КарФ	280 минп
007	1944-10-01	ДА	КарФ	298 минп
007	1944-10-01	ДА	КарФ	566 минп
007	1944-10-01	ДА	КарФ	298 озадн
007	1944-10-01	ДА	КарФ	89 отп
007	1944-10-01	ДА	КарФ	27 одн брп
007	1944-10-01	ДА	КарФ	47 одн брп
007	1944-10-01	ДА	КарФ	5 ап ГВФ
007	1944-10-01	ДА	КарФ	1 мибр
007	1944-10-01	ДА	КарФ	55 пмб
008	1944-10-01	ДА	ЛФ
008	1944-10-01	ДА	ЛФ	8 армия
008	1944-10-01	ДА	ЛФ	8 армия	8 ск
008	1944-10-01	ДА	ЛФ	8 армия	7 сд
008	1944-10-01	ДА	ЛФ	8 армия	249 сд
008	1944-10-01	ДА	ЛФ	8 армия	109 ск 
008	1944-10-01	ДА	ЛФ	8 армия	72 сд
008	1944-10-01	ДА	ЛФ	8 армия	109 сд
008	1944-10-01	ДА	ЛФ	8 армия	131 сд
008	1944-10-01	ДА	ЛФ	8 армия	161 пабр
008	1944-10-01	ДА	ЛФ	8 армия	28 кпап
008	1944-10-01	ДА	ЛФ	8 армия	104 минп
008	1944-10-01	ДА	ЛФ	8 армия	144 минп
008	1944-10-01	ДА	ЛФ	8 армия	174 минп
008	1944-10-01	ДА	ЛФ	8 армия	184 минп
008	1944-10-01	ДА	ЛФ	8 армия	499 минп
008	1944-10-01	ДА	ЛФ	8 армия	505 минп
008	1944-10-01	ДА	ЛФ	8 армия	322 гв. мп
008	1944-10-01	ДА	ЛФ	8 армия	108 озадн
008	1944-10-01	ДА	ЛФ	8 армия	116 озадн
008	1944-10-01	ДА	ЛФ	8 армия	152 тбр
008	1944-10-01	ДА	ЛФ	8 армия	45 отп
008	1944-10-01	ДА	ЛФ	8 армия	952 сап
008	1944-10-01	ДА	ЛФ	8 армия	1198 сап
008	1944-10-01	ДА	ЛФ	8 армия	1222 сап
008	1944-10-01	ДА	ЛФ	8 армия	1811 сап
008	1944-10-01	ДА	ЛФ	8 армия	1 исбр
008	1944-10-01	ДА	ЛФ	8 армия	9 ооб
009	1944-10-01	ДА	ЛФ	23 армия
009	1944-10-01	ДА	ЛФ	23 армия	6 ск
009	1944-10-01	ДА	ЛФ	23 армия	13 сд
009	1944-10-01	ДА	ЛФ	23 армия	327 сд
009	1944-10-01	ДА	ЛФ	23 армия	382 сд
009	1944-10-01	ДА	ЛФ	23 армия	115 ск 
009	1944-10-01	ДА	ЛФ	23 армия	10 сд
009	1944-10-01	ДА	ЛФ	23 армия	92 сд
009	1944-10-01	ДА	ЛФ	23 армия	47 гв. пабр
009	1944-10-01	ДА	ЛФ	23 армия	883 иптап
009	1944-10-01	ДА	ЛФ	23 армия	1469 зенап
009	1944-10-01	ДА	ЛФ	23 армия	618 озадн
009	1944-10-01	ДА	ЛФ	23 армия	222 отп
009	1944-10-01	ДА	ЛФ	23 армия	49 оабрб
009	1944-10-01	ДА	ЛФ	23 армия	4 обрп
009	1944-10-01	ДА	ЛФ	23 армия	20 исбр
010	1944-10-01	ДА	ЛФ	59 армия
010	1944-10-01	ДА	ЛФ	59 армия	43 ск
010	1944-10-01	ДА	ЛФ	59 армия	135 сд
010	1944-10-01	ДА	ЛФ	59 армия	177 сд
010	1944-10-01	ДА	ЛФ	59 армия	286 сд
010	1944-10-01	ДА	ЛФ	59 армия	97 ск 
010	1944-10-01	ДА	ЛФ	59 армия	80 сд
010	1944-10-01	ДА	ЛФ	59 армия	178 сд
010	1944-10-01	ДА	ЛФ	59 армия	314 сд
010	1944-10-01	ДА	ЛФ	59 армия	224 сд
010	1944-10-01	ДА	ЛФ	59 армия	125 опаб
010	1944-10-01	ДА	ЛФ	59 армия	289 опаб
010	1944-10-01	ДА	ЛФ	59 армия	3 акп
010	1944-10-01	ДА	ЛФ	59 армия	116 кпап
010	1944-10-01	ДА	ЛФ	59 армия	94 иптап
010	1944-10-01	ДА	ЛФ	59 армия	34 оадн ОМ
010	1944-10-01	ДА	ЛФ	59 армия	40 оадн ОМ
010	1944-10-01	ДА	ЛФ	59 армия	276 минп
010	1944-10-01	ДА	ЛФ	59 армия	534 минп
010	1944-10-01	ДА	ЛФ	59 армия	3 гв. мбр
010	1944-10-01	ДА	ЛФ	59 армия	6 гв. мбр
010	1944-10-01	ДА	ЛФ	59 армия	19 гв. мбр
010	1944-10-01	ДА	ЛФ	59 армия	24 гв. мп
010	1944-10-01	ДА	ЛФ	59 армия	70 гв. мп
010	1944-10-01	ДА	ЛФ	59 армия	318 гв. мп
010	1944-10-01	ДА	ЛФ	59 армия	464 зенап
010	1944-10-01	ДА	ЛФ	59 армия	635 зенап
010	1944-10-01	ДА	ЛФ	59 армия	1463 зенап
010	1944-10-01	ДА	ЛФ	59 армия	1464 зенап
010	1944-10-01	ДА	ЛФ	59 армия	168 озадн
010	1944-10-01	ДА	ЛФ	59 армия	177 озадн
010	1944-10-01	ДА	ЛФ	59 армия	260 гв. отп
010	1944-10-01	ДА	ЛФ	59 армия	14 одн брп
010	1944-10-01	ДА	ЛФ	59 армия	22 исбр
010	1944-10-01	ДА	ЛФ	59 армия	92 пмб
011	1944-10-01	ДА	ЛФ	13 воздушная армия
011	1944-10-01	ДА	ЛФ	13 воздушная армия	1583 зенап
011	1944-10-01	ДА	ЛФ	13 воздушная армия	1674 зенап
011	1944-10-01	ДА	ЛФ	13 воздушная армия	276 бад
