001	1944-07-01	ДА
001	1944-07-01	ДА	КарФ
001	1944-07-01	ДА	КарФ	7 армия
001	1944-07-01	ДА	КарФ	7 армия	4 ск
001	1944-07-01	ДА	КарФ	7 армия	114 сд
001	1944-07-01	ДА	КарФ	7 армия	272 сд
001	1944-07-01	ДА	КарФ	7 армия	3 брмп
001	1944-07-01	ДА	КарФ	7 армия	94 ск 
001	1944-07-01	ДА	КарФ	7 армия	135 сд
001	1944-07-01	ДА	КарФ	7 армия	221 сд
001	1944-07-01	ДА	КарФ	7 армия	327 сд
001	1944-07-01	ДА	КарФ	7 армия	99 ск 
001	1944-07-01	ДА	КарФ	7 армия	18 сд
001	1944-07-01	ДА	КарФ	7 армия	65 сд
001	1944-07-01	ДА	КарФ	7 армия	310 сд
001	1944-07-01	ДА	КарФ	7 армия	127 лгск 
001	1944-07-01	ДА	КарФ	7 армия	30 лыжбр
001	1944-07-01	ДА	КарФ	7 армия	32 лыжбр
001	1944-07-01	ДА	КарФ	7 армия	33 лыжбр
001	1944-07-01	ДА	КарФ	7 армия	37 гв. ск 
001	1944-07-01	ДА	КарФ	7 армия	98 гв. сд
001	1944-07-01	ДА	КарФ	7 армия	99 гв. сд
001	1944-07-01	ДА	КарФ	7 армия	100 гв. сд
001	1944-07-01	ДА	КарФ	7 армия	368 сд
001	1944-07-01	ДА	КарФ	7 армия	31 обмп
001	1944-07-01	ДА	КарФ	7 армия	162 УР
001	1944-07-01	ДА	КарФ	7 армия	7 адп 
001	1944-07-01	ДА	КарФ	7 армия	11 лабр
001	1944-07-01	ДА	КарФ	7 армия	17 пабр
001	1944-07-01	ДА	КарФ	7 армия	105 габр БМ
001	1944-07-01	ДА	КарФ	7 армия	1 гв. кабр
001	1944-07-01	ДА	КарФ	7 армия	633 кап
001	1944-07-01	ДА	КарФ	7 армия	1942 кап
001	1944-07-01	ДА	КарФ	7 армия	1237 пап
001	1944-07-01	ДА	КарФ	7 армия	460 иптап
001	1944-07-01	ДА	КарФ	7 армия	514 иптап
001	1944-07-01	ДА	КарФ	7 армия	354 отпадн
001	1944-07-01	ДА	КарФ	7 армия	298 минп
001	1944-07-01	ДА	КарФ	7 армия	482 минп
001	1944-07-01	ДА	КарФ	7 армия	530 минп
001	1944-07-01	ДА	КарФ	7 армия	535 минп
001	1944-07-01	ДА	КарФ	7 армия	619 минп
001	1944-07-01	ДА	КарФ	7 армия	620 минп
001	1944-07-01	ДА	КарФ	7 армия	621 минп
001	1944-07-01	ДА	КарФ	7 армия	25 гв. мбр
001	1944-07-01	ДА	КарФ	7 армия	46 гв. мп
001	1944-07-01	ДА	КарФ	7 армия	64 гв. мп
001	1944-07-01	ДА	КарФ	7 армия	40 зенад 
001	1944-07-01	ДА	КарФ	7 армия	1407 зенап
001	1944-07-01	ДА	КарФ	7 армия	1411 зенап
001	1944-07-01	ДА	КарФ	7 армия	1415 зенап
001	1944-07-01	ДА	КарФ	7 армия	1527 зенап
001	1944-07-01	ДА	КарФ	7 армия	1650 зенап
001	1944-07-01	ДА	КарФ	7 армия	268 озадн
001	1944-07-01	ДА	КарФ	7 армия	616 озадн
001	1944-07-01	ДА	КарФ	7 армия	7 гв.
