001	1942-11-01	ДА
001	1942-11-01	ДА	КарФ
001	1942-11-01	ДА	КарФ	14 армия
001	1942-11-01	ДА	КарФ	14 армия	10 гв.
001	1942-11-01	ДА	КарФ	14 армия	152 сд
001	1942-11-01	ДА	КарФ	14 армия	31 лыжбр
001	1942-11-01	ДА	КарФ	14 армия	1236 аап
001	1942-11-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-11-01	ДА	КарФ	14 армия	487 озадн
001	1942-11-01	ДА	КарФ	14 армия	19 гв.
001	1942-11-01	ДА	КарФ	14 армия	20 гв.
001	1942-11-01	ДА	КарФ	14 армия	837 иап
001	1942-11-01	ДА	КарФ	14 армия	31 оиб
002	1942-11-01	ДА	КарФ	19 армия
002	1942-11-01	ДА	КарФ	19 армия	104 сд
002	1942-11-01	ДА	КарФ	19 армия	122 сд
002	1942-11-01	ДА	КарФ	19 армия	209 пап
002	1942-11-01	ДА	КарФ	19 армия	53 гв. мп
002	1942-11-01	ДА	КарФ	19 армия	377 отб
002	1942-11-01	ДА	КарФ	19 армия	429 отб
002	1942-11-01	ДА	КарФ	19 армия	137 бап
002	1942-11-01	ДА	КарФ	19 армия	608 бап
002	1942-11-01	ДА	КарФ	19 армия	609 иап
002	1942-11-01	ДА	КарФ	19 армия	835 иап
002	1942-11-01	ДА	КарФ	19 армия	279 оиб
003	1942-11-01	ДА	КарФ	26 армия
003	1942-11-01	ДА	КарФ	26 армия	63 гв. мп
003	1942-11-01	ДА	КарФ	26 армия	297 д
003	1942-11-01	ДА	КарФ	26 армия	369 озадн
003	1942-11-01	ДА	КарФ	26 армия	374 отб
003	1942-11-01	ДА	КарФ	26 армия	375 отб
003	1942-11-01	ДА	КарФ	26 армия	17 гв. шап
003	1942-11-01	ДА	КарФ	26 армия	760 иап
003	1942-11-01	ДА	КарФ	26 армия	259 оиб
004	1942-11-01	ДА	КарФ	32 армия
004	1942-11-01	ДА	КарФ	32 армия	37 сд
004	1942-11-01	ДА	КарФ	32 армия	289 сд
004	1942-11-01	ДА	КарФ	32 армия	313 сд
004	1942-11-01	ДА	КарФ	32 армия	367 сд
004	1942-11-01	ДА	КарФ	32 армия	33 лыжбр
004	1942-11-01	ДА	КарФ	32 армия	1237 аап
004	1942-11-01	ДА	КарФ	32 армия	63 гв. мп
004	1942-11-01	ДА	КарФ	32 армия	298 озадн
004	1942-11-01	ДА	КарФ	32 армия	376 отб
004	1942-11-01	ДА	КарФ	32 армия	152 иап
004	1942-11-01	ДА	КарФ	32 армия	195 иап
004	1942-11-01	ДА	КарФ	32 армия	828 иап
004	1942-11-01	ДА	КарФ	32 армия	841 иап
004	1942-11-01	ДА	КарФ	32 армия	261 оиб
