001	1943-09-01	ДА
001	1943-09-01	ДА	КарФ
001	1943-09-01	ДА	КарФ	14 армия
001	1943-09-01	ДА	КарФ	14 армия	10 гв.
001	1943-09-01	ДА	КарФ	14 армия	72 морская сбр
001	1943-09-01	ДА	КарФ	14 армия	1236 пап
001	1943-09-01	ДА	КарФ	14 армия	297 минп
001	1943-09-01	ДА	КарФ	14 армия	156 зенап
001	1943-09-01	ДА	КарФ	14 армия	487 озадн
001	1943-09-01	ДА	КарФ	14 армия	31 оиб
002	1943-09-01	ДА	КарФ	19 армия
002	1943-09-01	ДА	КарФ	19 армия	104 сд
002	1943-09-01	ДА	КарФ	19 армия	122 сд
002	1943-09-01	ДА	КарФ	19 армия	1293 пап
002	1943-09-01	ДА	КарФ	19 армия	53 гв. мп
002	1943-09-01	ДА	КарФ	19 армия	261 озадн
002	1943-09-01	ДА	КарФ	19 армия	377 отб
002	1943-09-01	ДА	КарФ	19 армия	429 отб
002	1943-09-01	ДА	КарФ	19 армия	279 оиб
003	1943-09-01	ДА	КарФ	26 армия
003	1943-09-01	ДА	КарФ	26 армия	31 ск
003	1943-09-01	ДА	КарФ	26 армия	45 сд
003	1943-09-01	ДА	КарФ	26 армия	205 сд
003	1943-09-01	ДА	КарФ	26 армия	85 морские сбр
003	1943-09-01	ДА	КарФ	26 армия	27 сд
003	1943-09-01	ДА	КарФ	26 армия	54 сд
003	1943-09-01	ДА	КарФ	26 армия	471 пап
003	1943-09-01	ДА	КарФ	26 армия	172 минп
003	1943-09-01	ДА	КарФ	26 армия	278 минп
003	1943-09-01	ДА	КарФ	26 армия	565 минп
003	1943-09-01	ДА	КарФ	26 армия	63 гв. мп 
003	1943-09-01	ДА	КарФ	26 армия	297 д
003	1943-09-01	ДА	КарФ	26 армия	48 озадн
003	1943-09-01	ДА	КарФ	26 армия	369 озадн
003	1943-09-01	ДА	КарФ	26 армия	374 отб
003	1943-09-01	ДА	КарФ	26 армия	375 отб
003	1943-09-01	ДА	КарФ	26 армия	3 оаэсб
003	1943-09-01	ДА	КарФ	26 армия	24 оаэсб
003	1943-09-01	ДА	КарФ	26 армия	25 оаэсб
003	1943-09-01	ДА	КарФ	26 армия	170 оиб
004	1943-09-01	ДА	КарФ	32 армия
004	1943-09-01	ДА	КарФ	32 армия	289 сд
004	1943-09-01	ДА	КарФ	32 армия	313 сд
004	1943-09-01	ДА	КарФ	32 армия	367 сд
004	1943-09-01	ДА	КарФ	32 армия	80 морские сбр
004	1943-09-01	ДА	КарФ	32 армия	1237 пап
004	1943-09-01	ДА	КарФ	32 армия	280 минп
004	1943-09-01	ДА	КарФ	32 армия	298 минп
004	1943-09-01	ДА	КарФ	32 армия	275 зенап
004	1943-09-01	ДА	КарФ	32 армия	446 озадн
004	1943-09-01	ДА	КарФ	32 армия	376 отб
004	1943-09-01	ДА	КарФ	32 армия	22 оаэсб
004	1943-09-01	ДА	КарФ	32 армия	26 оаэсб
004	1943-09-01	ДА	КарФ	32 армия	261 оиб
005	1943-09-01	ДА	КарФ	7 воздушная армия
005	1943-09-01	ДА	КарФ	7 воздушная армия	1598 зенап
005	1943-09-01	ДА	КарФ	7 воздушная армия	1599 зенап
005	1943-09-01	ДА	КарФ	7 воздушная армия	1 гв.
005	1943-09-01	ДА	КарФ	7 воздушная армия	261 сад
005	1943-09-01	ДА	КарФ	7 воздушная армия	679 трап
005	1943-09-01	ДА	КарФ	7 воздушная армия	118 раэ
006	1943-09-01	ДА	КарФ	376 отб
006	1943-09-01	ДА	КарФ	27 одн брп
006	1943-09-01	ДА	КарФ	47 одн брп
006	1943-09-01	ДА	КарФ	1 ибр с/н
006	1943-09-01	ДА	КарФ	733 оиб
007	1943-09-01	ДА	ЛФ
007	1943-09-01	ДА	ЛФ	2 ударная армия
007	1943-09-01	ДА	ЛФ	2 ударная армия	72 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	86 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	90 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	120 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	123 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	201 сд
007	1943-09-01	ДА	ЛФ	2 ударная армия	123 сбр
007	1943-09-01	ДА	ЛФ	2 ударная армия	734 оиб
007	1943-09-01	ДА	ЛФ	2 ударная армия	770 оиб
