001	1942-12-01	ДА
001	1942-12-01	ДА	КарФ
001	1942-12-01	ДА	КарФ	14 армия
001	1942-12-01	ДА	КарФ	14 армия	10 гв.
001	1942-12-01	ДА	КарФ	14 армия	152 сд
001	1942-12-01	ДА	КарФ	14 армия	31 лыжбр
001	1942-12-01	ДА	КарФ	14 армия	1236 аап
001	1942-12-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-12-01	ДА	КарФ	14 армия	487 озадн
001	1942-12-01	ДА	КарФ	14 армия	197 сап
001	1942-12-01	ДА	КарФ	14 армия	31 оиб
002	1942-12-01	ДА	КарФ	19 армия
002	1942-12-01	ДА	КарФ	19 армия	104 сд
002	1942-12-01	ДА	КарФ	19 армия	122 сд
002	1942-12-01	ДА	КарФ	19 армия	209 пап
002	1942-12-01	ДА	КарФ	19 армия	53 гв. мп
002	1942-12-01	ДА	КарФ	19 армия	377 отб
002	1942-12-01	ДА	КарФ	19 армия	429 отб
002	1942-12-01	ДА	КарФ	19 армия	435 сап
002	1942-12-01	ДА	КарФ	19 армия	279 оиб
003	1942-12-01	ДА	КарФ	26 армия
003	1942-12-01	ДА	КарФ	26 армия	63 гв. мп
003	1942-12-01	ДА	КарФ	26 армия	297 д
003	1942-12-01	ДА	КарФ	26 армия	369 озадн
003	1942-12-01	ДА	КарФ	26 армия	374 отб
003	1942-12-01	ДА	КарФ	26 армия	375 отб
003	1942-12-01	ДА	КарФ	26 армия	835 сап
003	1942-12-01	ДА	КарФ	26 армия	259 оиб
004	1942-12-01	ДА	КарФ	32 армия
004	1942-12-01	ДА	КарФ	32 армия	37 сд
004	1942-12-01	ДА	КарФ	32 армия	289 сд
004	1942-12-01	ДА	КарФ	32 армия	313 сд
004	1942-12-01	ДА	КарФ	32 армия	367 сд
004	1942-12-01	ДА	КарФ	32 армия	33 лыжбр
004	1942-12-01	ДА	КарФ	32 армия	1237 аап
004	1942-12-01	ДА	КарФ	32 армия	63 гв. мп
004	1942-12-01	ДА	КарФ	32 армия	298 озадн
004	1942-12-01	ДА	КарФ	32 армия	376 отб
004	1942-12-01	ДА	КарФ	32 армия	841 сап
004	1942-12-01	ДА	КарФ	32 армия	261 оиб
005	1942-12-01	ДА	КарФ	7 воздушная армия
005	1942-12-01	ДА	КарФ	7 воздушная армия	258 иад
005	1942-12-01	ДА	КарФ	7 воздушная армия	259 иад
005	1942-12-01	ДА	КарФ	7 воздушная армия	261 шад
005	1942-12-01	ДА	КарФ	7 воздушная армия	679 лбап
005	1942-12-01	ДА	КарФ	7 воздушная армия	839 иап
005	1942-12-01	ДА	КарФ	7 воздушная армия	118 раэ
006	1942-12-01	ДА	КарФ	32 лыжбр
006	1942-12-01	ДА	КарФ	32 озадн
006	1942-12-01	ДА	КарФ	446 озадн
006	1942-12-01	ДА	КарФ	1 оаэсб
006	1942-12-01	ДА	КарФ	2 оаэсб
006	1942-12-01	ДА	КарФ	3 оаэсб
006	1942-12-01	ДА	КарФ	4 оаэсб
006	1942-12-01	ДА	КарФ	8 оаэсб
006	1942-12-01	ДА	КарФ	21 оаэсб
006	1942-12-01	ДА	КарФ	22 оаэсб
006	1942-12-01	ДА	КарФ	24 оаэсб
006	1942-12-01	ДА	КарФ	25 оаэсб
006	1942-12-01	ДА	КарФ	26 оаэсб
006	1942-12-01	ДА	КарФ	28 оаэсб
006	1942-12-01	ДА	КарФ	47 одн бронепоездов
006	1942-12-01	ДА	КарФ	1 ибр с/н
006	1942-12-01	ДА	КарФ	10 гв. батальоны минеров
006	1942-12-01	ДА	КарФ	27 оиб
007	1942-12-01	ДА	ЛФ
007	1942-12-01	ДА	ЛФ	23 армия
007	1942-12-01	ДА	ЛФ	23 армия	10 сд
007	1942-12-01	ДА	ЛФ	23 армия	92 сд
007	1942-12-01	ДА	ЛФ	23 армия	123 сд
007	1942-12-01	ДА	ЛФ	23 армия	142 сд
007	1942-12-01	ДА	ЛФ	23 армия	291 сд
007	1942-12-01	ДА	ЛФ	23 армия	17 УР
007	1942-12-01	ДА	ЛФ	23 армия	22 УР
007	1942-12-01	ДА	ЛФ	23 армия	260 аап
007	1942-12-01	ДА	ЛФ	23 армия	1106 пап
007	1942-12-01	ДА	ЛФ	23 армия	883 иптап
007	1942-12-01	ДА	ЛФ	23 армия	632 зенап
007	1942-12-01	ДА	ЛФ	23 армия	108 озадн
007	1942-12-01	ДА	ЛФ	23 армия	618 озадн
007	1942-12-01	ДА	ЛФ	23 армия	152 тбр
007	1942-12-01	ДА	ЛФ	23 армия	234 оиб
008	1942-12-01	ДА	ЛФ	42 армия
008	1942-12-01	ДА	ЛФ	42 армия	13 сд
008	1942-12-01	ДА	ЛФ	42 армия	85 сд
008	1942-12-01	ДА	ЛФ	42 армия	109 сд
008	1942-12-01	ДА	ЛФ	42 армия	125 сд
008	1942-12-01	ДА	ЛФ	42 армия	189 сд
008	1942-12-01	ДА	ЛФ	42 армия	14 гв.
008	1942-12-01	ДА	ЛФ	42 армия	311 аап
008	1942-12-01	ДА	ЛФ	42 армия	289 иптап
008	1942-12-01	ДА	ЛФ	42 армия	304 иптап
008	1942-12-01	ДА	ЛФ	42 армия	384 иптап
008	1942-12-01	ДА	ЛФ	42 армия	509 иптап
008	1942-12-01	ДА	ЛФ	42 армия	596 иптап
008	1942-12-01	ДА	ЛФ	42 армия	705 иптап
008	1942-12-01	ДА	ЛФ	42 армия	760 иптап
008	1942-12-01	ДА	ЛФ	42 армия	631 зенап
008	1942-12-01	ДА	ЛФ	42 армия	1 тбр
008	1942-12-01	ДА	ЛФ	42 армия	1 отд. автобронебатальоны
008	1942-12-01	ДА	ЛФ	42 армия	2 отд. автобронебатальоны
008	1942-12-01	ДА	ЛФ	42 армия	54 оиб
008	1942-12-01	ДА	ЛФ	42 армия	585 оиб
009	1942-12-01	ДА	ЛФ	55 армия
009	1942-12-01	ДА	ЛФ	55 армия	43 сд
009	1942-12-01	ДА	ЛФ	55 армия	56 сд
009	1942-12-01	ДА	ЛФ	55 армия	72 сд
009	1942-12-01	ДА	ЛФ	55 армия	90 сд
009	1942-12-01	ДА	ЛФ	55 армия	12 гв. аап
009	1942-12-01	ДА	ЛФ	55 армия	690 иптап
009	1942-12-01	ДА	ЛФ	55 армия	175 минп
009	1942-12-01	ДА	ЛФ	55 армия	71 озадн
009	1942-12-01	ДА	ЛФ	55 армия	220 тбр
009	1942-12-01	ДА	ЛФ	55 армия	325 оиб
009	1942-12-01	ДА	ЛФ	55 армия	367 оиб
010	1942-12-01	ДА	ЛФ	67 армия
010	1942-12-01	ДА	ЛФ	67 армия	45 гв.
010	1942-12-01	ДА	ЛФ	67 армия	86 сд
010	1942-12-01	ДА	ЛФ	67 армия	55 сбр
010	1942-12-01	ДА	ЛФ	67 армия	16 УР
010	1942-12-01	ДА	ЛФ	67 армия	28 аап
010	1942-12-01	ДА	ЛФ	67 армия	1155 пап
010	1942-12-01	ДА	ЛФ	67 армия	871 иптап
010	1942-12-01	ДА	ЛФ	67 армия	872 иптап
010	1942-12-01	ДА	ЛФ	67 армия	174 минп
010	1942-12-01	ДА	ЛФ	67 армия	524 огв. тмдн
010	1942-12-01	ДА	ЛФ	67 армия	525 огв. тмдн
010	1942-12-01	ДА	ЛФ	67 армия	526 огв. тмдн
010	1942-12-01	ДА	ЛФ	67 армия	539 огв. тмдн
010	1942-12-01	ДА	ЛФ	67 армия	540 огв. тмдн
010	1942-12-01	ДА	ЛФ	67 армия	89 озадн
010	1942-12-01	ДА	ЛФ	67 армия	613 озадн
010	1942-12-01	ДА	ЛФ	67 армия	68 отб
010	1942-12-01	ДА	ЛФ	67 армия	118 отб
010	1942-12-01	ДА	ЛФ	67 армия	53 оиб
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	48 сд
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	168 сд
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	56 сбр
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	71 морские сбр
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	338 опаб
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	519 гап
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	287 отб
011	1942-12-01	ДА	ЛФ	Приморская оперативная группа	295 оиб
012	1942-12-01	ДА	ЛФ	13 воздушная армия
012	1942-12-01	ДА	ЛФ	13 воздушная армия	275 иад
012	1942-12-01	ДА	ЛФ	13 воздушная армия	277 шад
012	1942-12-01	ДА	ЛФ	13 воздушная армия	12 каэ
012	1942-12-01	ДА	ЛФ	13 воздушная армия	286 иап
012	1942-12-01	ДА	ЛФ	13 воздушная армия	987 бап
013	1942-12-01	ДА	ЛФ	136 сд
013	1942-12-01	ДА	ЛФ	268 сд
013	1942-12-01	ДА	ЛФ	162 сбр
013	1942-12-01	ДА	ЛФ	13 УР
013	1942-12-01	ДА	ЛФ	56 гап
013	1942-12-01	ДА	ЛФ	300 огв. тмдн
013	1942-12-01	ДА	ЛФ	92 озадн
013	1942-12-01	ДА	ЛФ	116 озадн
013	1942-12-01	ДА	ЛФ	61 тбр
013	1942-12-01	ДА	ЛФ	222 тбр
013	1942-12-01	ДА	ЛФ	2 ибр с/н
013	1942-12-01	ДА	ЛФ	7 гв. батальон минеров
013	1942-12-01	ДА	ЛФ	12 пмб
013	1942-12-01	ДА	ЛФ	14 пмб
013	1942-12-01	ДА	ЛФ	18 пмб
013	1942-12-01	ДА	ЛФ	21 пмб
013	1942-12-01	ДА	ЛФ	41 пмб
013	1942-12-01	ДА	ЛФ	42 пмб
013	1942-12-01	ДА	ЛФ	267 оиб
014	1942-12-01	ДА	ВолФ
014	1942-12-01	ДА	ВолФ	2 ударная армия
014	1942-12-01	ДА	ВолФ	2 ударная армия	327 сд
014	1942-12-01	ДА	ВолФ	2 ударная армия	376 сд
014	1942-12-01	ДА	ВолФ	2 ударная армия	53 сбр
014	1942-12-01	ДА	ВолФ	2 ударная армия	168 гап б/м
014	1942-12-01	ДА	ВолФ	2 ударная армия	120 минп
014	1942-12-01	ДА	ВолФ	2 ударная армия	165 минп
014	1942-12-01	ДА	ВолФ	2 ударная армия	16 тбр
014	1942-12-01	ДА	ВолФ	2 ударная армия	122 тбр
014	1942-12-01	ДА	ВолФ	2 ударная армия	501 отб
014	1942-12-01	ДА	ВолФ	2 ударная армия	503 отб
014	1942-12-01	ДА	ВолФ	2 ударная армия	507 отб
014	1942-12-01	ДА	ВолФ	2 ударная армия	771 оиб
015	1942-12-01	ДА	ВолФ	4 армия
015	1942-12-01	ДА	ВолФ	4 армия	20 гв. мп
015	1942-12-01	ДА	ВолФ	4 армия	211 д
015	1942-12-01	ДА	ВолФ	4 армия	213 озадн
015	1942-12-01	ДА	ВолФ	4 армия	7 гв.
015	1942-12-01	ДА	ВолФ	4 армия	32 одн бронепоездов
015	1942-12-01	ДА	ВолФ	4 армия	365 оиб
016	1942-12-01	ДА	ВолФ	8 армия
016	1942-12-01	ДА	ВолФ	8 армия	11 сд
016	1942-12-01	ДА	ВолФ	8 армия	80 сд
016	1942-12-01	ДА	ВолФ	8 армия	128 сд
016	1942-12-01	ДА	ВолФ	8 армия	256 сд
016	1942-12-01	ДА	ВолФ	8 армия	265 сд
016	1942-12-01	ДА	ВолФ	8 армия	286 сд
016	1942-12-01	ДА	ВолФ	8 армия	314 сд
016	1942-12-01	ДА	ВолФ	8 армия	327 сд
016	1942-12-01	ДА	ВолФ	8 армия	71 гв.
016	1942-12-01	ДА	ВолФ	8 армия	884 иптап
016	1942-12-01	ДА	ВолФ	8 армия	122 минп
016	1942-12-01	ДА	ВолФ	8 армия	145 минп
016	1942-12-01	ДА	ВолФ	8 армия	146 минп
016	1942-12-01	ДА	ВолФ	8 армия	50 огв. мдн
016	1942-12-01	ДА	ВолФ	8 армия	512 огв. тмдн
016	1942-12-01	ДА	ВолФ	8 армия	463 зенап
016	1942-12-01	ДА	ВолФ	8 армия	634 зенап
016	1942-12-01	ДА	ВолФ	8 армия	25 отп
016	1942-12-01	ДА	ВолФ	8 армия	502 отб
016	1942-12-01	ДА	ВолФ	8 армия	49 автобронебатальоны
016	1942-12-01	ДА	ВолФ	8 армия	4 отд. бронепоезд
016	1942-12-01	ДА	ВолФ	8 армия	112 оиб
016	1942-12-01	ДА	ВолФ	8 армия	135 оиб
017	1942-12-01	ДА	ВолФ	52 армия
017	1942-12-01	ДА	ВолФ	52 армия	28 гв. мп
017	1942-12-01	ДА	ВолФ	52 армия	231 д
017	1942-12-01	ДА	ВолФ	52 армия	193 отб
017	1942-12-01	ДА	ВолФ	52 армия	32 пмб
018	1942-12-01	ДА	ВолФ	54 армия
018	1942-12-01	ДА	ВолФ	54 армия	115 сд
018	1942-12-01	ДА	ВолФ	54 армия	177 сд
018	1942-12-01	ДА	ВолФ	54 армия	198 сд
018	1942-12-01	ДА	ВолФ	54 армия	281 сд
018	1942-12-01	ДА	ВолФ	54 армия	285 сд
018	1942-12-01	ДА	ВолФ	54 армия	294 сд
018	1942-12-01	ДА	ВолФ	54 армия	311 сд
018	1942-12-01	ДА	ВолФ	54 армия	6 бр. морской пехоты
018	1942-12-01	ДА	ВолФ	54 армия	13 гв.
018	1942-12-01	ДА	ВолФ	54 армия	24 аап
018	1942-12-01	ДА	ВолФ	54 армия	29 гв. мп
018	1942-12-01	ДА	ВолФ	54 армия	461 озадн
018	1942-12-01	ДА	ВолФ	54 армия	124 тбр
018	1942-12-01	ДА	ВолФ	54 армия	36 пмб
018	1942-12-01	ДА	ВолФ	54 армия	38 пмб
018	1942-12-01	ДА	ВолФ	54 армия	364 оиб
019	1942-12-01	ДА	ВолФ	59 армия
019	1942-12-01	ДА	ВолФ	59 армия	2 сд
019	1942-12-01	ДА	ВолФ	59 армия	191 сд
019	1942-12-01	ДА	ВолФ	59 армия	377 сд
019	1942-12-01	ДА	ВолФ	59 армия	378 сд
019	1942-12-01	ДА	ВолФ	59 армия	382 сд
019	1942-12-01	ДА	ВолФ	59 армия	47 опаб
019	1942-12-01	ДА	ВолФ	59 армия	215 опаб
019	1942-12-01	ДА	ВолФ	59 армия	367 аап
019	1942-12-01	ДА	ВолФ	59 армия	561 аап
019	1942-12-01	ДА	ВолФ	59 армия	20 гв. мп
019	1942-12-01	ДА	ВолФ	59 армия	464 зенап
019	1942-12-01	ДА	ВолФ	59 армия	737 зенап
019	1942-12-01	ДА	ВолФ	59 армия	29 тбр
019	1942-12-01	ДА	ВолФ	59 армия	98 тбр
019	1942-12-01	ДА	ВолФ	59 армия	539 оминсб
020	1942-12-01	ДА	ВолФ	14 воздушная армия
020	1942-12-01	ДА	ВолФ	14 воздушная армия	279 иад
020	1942-12-01	ДА	ВолФ	14 воздушная армия	281 шад
020	1942-12-01	ДА	ВолФ	14 воздушная армия	844 лбап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	935 лбап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	662 сап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	689 сап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	691 сап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	696 сап
020	1942-12-01	ДА	ВолФ	14 воздушная армия	33 каэ
021	1942-12-01	ДА	ВолФ	71 сд
021	1942-12-01	ДА	ВолФ	39 лыжбр
021	1942-12-01	ДА	ВолФ	2 ад
021	1942-12-01	ДА	ВолФ	168 озадн
021	1942-12-01	ДА	ВолФ	216 озадн
021	1942-12-01	ДА	ВолФ	23 одн бронепоездов
021	1942-12-01	ДА	ВолФ	3 сбр
021	1942-12-01	ДА	ВолФ	8 гв. батальон минеров
021	1942-12-01	ДА	ВолФ	109 оиб
021	1942-12-01	ДА	ВолФ	55 пмб
021	1942-12-01	ДА	ВолФ	159 пмб
022	1942-12-01	ДА	СЗФ
022	1942-12-01	ДА	СЗФ	1 ударная армия
022	1942-12-01	ДА	СЗФ	1 ударная армия	27 гв. мп
022	1942-12-01	ДА	СЗФ	1 ударная армия	230 д
022	1942-12-01	ДА	СЗФ	1 ударная армия	42 гв. мп
022	1942-12-01	ДА	СЗФ	1 ударная армия	258 д
022	1942-12-01	ДА	СЗФ	1 ударная армия	714 зенап
022	1942-12-01	ДА	СЗФ	1 ударная армия	167 отп
022	1942-12-01	ДА	СЗФ	1 ударная армия	2 оиб
022	1942-12-01	ДА	СЗФ	1 ударная армия	67 оиб
022	1942-12-01	ДА	СЗФ	1 ударная армия	222 оиб
023	1942-12-01	ДА	СЗФ	11 армия
023	1942-12-01	ДА	СЗФ	11 армия	28 гв.
023	1942-12-01	ДА	СЗФ	11 армия	43 гв.
023	1942-12-01	ДА	СЗФ	11 армия	170 сд
023	1942-12-01	ДА	СЗФ	11 армия	202 сд
023	1942-12-01	ДА	СЗФ	11 армия	253 сд
023	1942-12-01	ДА	СЗФ	11 армия	282 сд
023	1942-12-01	ДА	СЗФ	11 армия	370 сд
023	1942-12-01	ДА	СЗФ	11 армия	384 сд
023	1942-12-01	ДА	СЗФ	11 армия	133 сбр
023	1942-12-01	ДА	СЗФ	11 армия	144 сбр
023	1942-12-01	ДА	СЗФ	11 армия	151 сбр
023	1942-12-01	ДА	СЗФ	11 армия	191 гап б/м
023	1942-12-01	ДА	СЗФ	11 армия	305 гап
023	1942-12-01	ДА	СЗФ	11 армия	315 гап
023	1942-12-01	ДА	СЗФ	11 армия	382 гап
023	1942-12-01	ДА	СЗФ	11 армия	429 гап
023	1942-12-01	ДА	СЗФ	11 армия	841 пап
023	1942-12-01	ДА	СЗФ	11 армия	1235 пап
023	1942-12-01	ДА	СЗФ	11 армия	102 минп
023	1942-12-01	ДА	СЗФ	11 армия	105 минп
023	1942-12-01	ДА	СЗФ	11 армия	116 минп
023	1942-12-01	ДА	СЗФ	11 армия	26 гв. мп
023	1942-12-01	ДА	СЗФ	11 армия	39 гв. мп
023	1942-12-01	ДА	СЗФ	11 армия	513 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	514 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	541 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	542 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	543 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	544 огв. тмдн
023	1942-12-01	ДА	СЗФ	11 армия	60 тбр
023	1942-12-01	ДА	СЗФ	11 армия	83 тбр
023	1942-12-01	ДА	СЗФ	11 армия	239 отп
023	1942-12-01	ДА	СЗФ	11 армия	249 отп
023	1942-12-01	ДА	СЗФ	11 армия	411 отб
023	1942-12-01	ДА	СЗФ	11 армия	482 отб
023	1942-12-01	ДА	СЗФ	11 армия	50 оиб
023	1942-12-01	ДА	СЗФ	11 армия	161 оиб
023	1942-12-01	ДА	СЗФ	11 армия	163 оиб
023	1942-12-01	ДА	СЗФ	11 армия	166 оиб
023	1942-12-01	ДА	СЗФ	11 армия	202 оиб
023	1942-12-01	ДА	СЗФ	11 армия	223 оиб
023	1942-12-01	ДА	СЗФ	11 армия	277 оиб
023	1942-12-01	ДА	СЗФ	11 армия	92 пмб
024	1942-12-01	ДА	СЗФ	27 армия
024	1942-12-01	ДА	СЗФ	27 армия	55 сд
024	1942-12-01	ДА	СЗФ	27 армия	182 сд
024	1942-12-01	ДА	СЗФ	27 армия	188 сд
024	1942-12-01	ДА	СЗФ	27 армия	200 сд
024	1942-12-01	ДА	СЗФ	27 армия	254 сд
024	1942-12-01	ДА	СЗФ	27 армия	20 сбр
024	1942-12-01	ДА	СЗФ	27 армия	87 сбр
024	1942-12-01	ДА	СЗФ	27 армия	127 сбр
024	1942-12-01	ДА	СЗФ	27 армия	147 сбр
024	1942-12-01	ДА	СЗФ	27 армия	11 гв.
024	1942-12-01	ДА	СЗФ	27 армия	229 гап
024	1942-12-01	ДА	СЗФ	27 армия	719 иптап
024	1942-12-01	ДА	СЗФ	27 армия	137 минп
024	1942-12-01	ДА	СЗФ	27 армия	167 минп
024	1942-12-01	ДА	СЗФ	27 армия	246 озадн
024	1942-12-01	ДА	СЗФ	27 армия	85 отб
024	1942-12-01	ДА	СЗФ	27 армия	150 отб
024	1942-12-01	ДА	СЗФ	27 армия	238 отб
024	1942-12-01	ДА	СЗФ	27 армия	25 оиб
024	1942-12-01	ДА	СЗФ	27 армия	38 оиб
024	1942-12-01	ДА	СЗФ	27 армия	86 пмб
025	1942-12-01	ДА	СЗФ	34 армия
025	1942-12-01	ДА	СЗФ	34 армия	163 сд
025	1942-12-01	ДА	СЗФ	34 армия	171 сд
025	1942-12-01	ДА	СЗФ	34 армия	245 сд
025	1942-12-01	ДА	СЗФ	34 армия	161 сбр
025	1942-12-01	ДА	СЗФ	34 армия	91 УР
025	1942-12-01	ДА	СЗФ	34 армия	387 аап
025	1942-12-01	ДА	СЗФ	34 армия	1200 гап б/м
025	1942-12-01	ДА	СЗФ	34 армия	698 иптап
025	1942-12-01	ДА	СЗФ	34 армия	29 одн бронепоездов
025	1942-12-01	ДА	СЗФ	34 армия	238 оиб
025	1942-12-01	ДА	СЗФ	34 армия	1391 оиб
026	1942-12-01	ДА	СЗФ	53 армия
026	1942-12-01	ДА	СЗФ	53 армия	166 сд
026	1942-12-01	ДА	СЗФ	53 армия	235 сд
026	1942-12-01	ДА	СЗФ	53 армия	241 сд
026	1942-12-01	ДА	СЗФ	53 армия	250 сд
026	1942-12-01	ДА	СЗФ	53 армия	151 пап
026	1942-12-01	ДА	СЗФ	53 армия	111 минп
026	1942-12-01	ДА	СЗФ	53 армия	115 минп
026	1942-12-01	ДА	СЗФ	53 армия	177 тбр
026	1942-12-01	ДА	СЗФ	53 армия	35 одн бронепоездов
026	1942-12-01	ДА	СЗФ	53 армия	11 оиб
026	1942-12-01	ДА	СЗФ	53 армия	17 оиб
027	1942-12-01	ДА	СЗФ	6 воздушная армия
027	1942-12-01	ДА	СЗФ	6 воздушная армия	239 иад
027	1942-12-01	ДА	СЗФ	6 воздушная армия	240 иад
027	1942-12-01	ДА	СЗФ	6 воздушная армия	243 шад
027	1942-12-01	ДА	СЗФ	6 воздушная армия	72 рап
027	1942-12-01	ДА	СЗФ	6 воздушная армия	642 сап
027	1942-12-01	ДА	СЗФ	6 воздушная армия	649 сап
027	1942-12-01	ДА	СЗФ	6 воздушная армия	674 сап
027	1942-12-01	ДА	СЗФ	6 воздушная армия	677 сап
027	1942-12-01	ДА	СЗФ	6 воздушная армия	25 каэ
028	1942-12-01	ДА	СЗФ	620 зенап
028	1942-12-01	ДА	СЗФ	708 зенап
028	1942-12-01	ДА	СЗФ	710 зенап
028	1942-12-01	ДА	СЗФ	729 зенап
028	1942-12-01	ДА	СЗФ	239 озадн
028	1942-12-01	ДА	СЗФ	242 озадн
028	1942-12-01	ДА	СЗФ	250 озадн
028	1942-12-01	ДА	СЗФ	467 озадн
028	1942-12-01	ДА	СЗФ	13 иминбр
028	1942-12-01	ДА	СЗФ	55 исбр
028	1942-12-01	ДА	СЗФ	58 пмб
029	1942-12-01	ДА	КФ
029	1942-12-01	ДА	КФ	3 ударная армия
029	1942-12-01	ДА	КФ	3 ударная армия	2 гв. ск
029	1942-12-01	ДА	КФ	3 ударная армия	8 гв. сд
029	1942-12-01	ДА	КФ	3 ударная армия	5 гв. ск 
029	1942-12-01	ДА	КФ	3 ударная армия	9 гв.
029	1942-12-01	ДА	КФ	3 ударная армия	46 гв.
029	1942-12-01	ДА	КФ	3 ударная армия	21 гв.
029	1942-12-01	ДА	КФ	3 ударная армия	33 сд
029	1942-12-01	ДА	КФ	3 ударная армия	117 сд
029	1942-12-01	ДА	КФ	3 ударная армия	257 сд
029	1942-12-01	ДА	КФ	3 ударная армия	381 сд
029	1942-12-01	ДА	КФ	3 ударная армия	54 сбр
029	1942-12-01	ДА	КФ	3 ударная армия	38 гв. кап
029	1942-12-01	ДА	КФ	3 ударная армия	41 гв. кап
029	1942-12-01	ДА	КФ	3 ударная армия	613 аап
029	1942-12-01	ДА	КФ	3 ударная армия	1094 пап
029	1942-12-01	ДА	КФ	3 ударная армия	1190 пап
029	1942-12-01	ДА	КФ	3 ударная армия	171 иптап
029	1942-12-01	ДА	КФ	3 ударная армия	316 иптап
029	1942-12-01	ДА	КФ	3 ударная армия	389 иптап
029	1942-12-01	ДА	КФ	3 ударная армия	699 иптап
029	1942-12-01	ДА	КФ	3 ударная армия	61 гв. мп
029	1942-12-01	ДА	КФ	3 ударная армия	304 гв. мп
029	1942-12-01	ДА	КФ	3 ударная армия	106 огв. мдн
029	1942-12-01	ДА	КФ	3 ударная армия	107 огв. мдн
029	1942-12-01	ДА	КФ	3 ударная армия	205 огв. мдн
029	1942-12-01	ДА	КФ	3 ударная армия	240 огв. мдн
029	1942-12-01	ДА	КФ	3 ударная армия	410 огв. мдн
029	1942-12-01	ДА	КФ	3 ударная армия	609 зенап
029	1942-12-01	ДА	КФ	3 ударная армия	2 мк 
029	1942-12-01	ДА	КФ	3 ударная армия	18 мбр
029	1942-12-01	ДА	КФ	3 ударная армия	34 мбр
029	1942-12-01	ДА	КФ	3 ударная армия	43 мбр
029	1942-12-01	ДА	КФ	3 ударная армия	36 тбр
029	1942-12-01	ДА	КФ	3 ударная армия	27 отп
029	1942-12-01	ДА	КФ	3 ударная армия	34 отп
029	1942-12-01	ДА	КФ	3 ударная армия	36 отп
029	1942-12-01	ДА	КФ	3 ударная армия	37 отп
029	1942-12-01	ДА	КФ	3 ударная армия	38 отп
029	1942-12-01	ДА	КФ	3 ударная армия	45 отп
029	1942-12-01	ДА	КФ	3 ударная армия	170 отб
