001	1942-10-01	ДА
001	1942-10-01	ДА	КарФ
001	1942-10-01	ДА	КарФ	14 армия
001	1942-10-01	ДА	КарФ	14 армия	10 гв.
001	1942-10-01	ДА	КарФ	14 армия	152 сд
001	1942-10-01	ДА	КарФ	14 армия	31 лыжбр
001	1942-10-01	ДА	КарФ	14 армия	1236 аап
001	1942-10-01	ДА	КарФ	14 армия	41 гв. мп
001	1942-10-01	ДА	КарФ	14 армия	487 озадн
001	1942-10-01	ДА	КарФ	14 армия	19 гв.
001	1942-10-01	ДА	КарФ	14 армия	20 гв.
001	1942-10-01	ДА	КарФ	14 армия	837 иап
001	1942-10-01	ДА	КарФ	14 армия	31 оиб
001	1942-10-01	ДА	КарФ	14 армия	90 оиб
001	1942-10-01	ДА	КарФ	14 армия	259 оиб
002	1942-10-01	ДА	КарФ	19 армия
002	1942-10-01	ДА	КарФ	19 армия	104 сд
002	1942-10-01	ДА	КарФ	19 армия	122 сд
002	1942-10-01	ДА	КарФ	19 армия	438 иптап
002	1942-10-01	ДА	КарФ	19 армия	261 озадн
002	1942-10-01	ДА	КарФ	19 армия	377 отб
002	1942-10-01	ДА	КарФ	19 армия	429 отб
002	1942-10-01	ДА	КарФ	19 армия	137 бап
002	1942-10-01	ДА	КарФ	19 армия	608 бап
002	1942-10-01	ДА	КарФ	19 армия	609 иап
002	1942-10-01	ДА	КарФ	19 армия	835 иап
002	1942-10-01	ДА	КарФ	19 армия	279 оиб
003	1942-10-01	ДА	КарФ	26 армия
003	1942-10-01	ДА	КарФ	26 армия	23 гв.
003	1942-10-01	ДА	КарФ	26 армия	54 сд
003	1942-10-01	ДА	КарФ	26 армия	1861 сд
003	1942-10-01	ДА	КарФ	26 армия	263 сд
003	1942-10-01	ДА	КарФ	26 армия	67 морские сбр
003	1942-10-01	ДА	КарФ	26 армия	80 морские сбр
003	1942-10-01	ДА	КарФ	26 армия	85 морские сбр
003	1942-10-01	ДА	КарФ	26 армия	471 аап
003	1942-10-01	ДА	КарФ	26 армия	444 иптап
003	1942-10-01	ДА	КарФ	26 армия	52 гв. мп
003	1942-10-01	ДА	КарФ	26 армия	369 озадн
003	1942-10-01	ДА	КарФ	26 армия	374 отб
003	1942-10-01	ДА	КарФ	26 армия	375 отб
003	1942-10-01	ДА	КарФ	26 армия	17 гв. шап
003	1942-10-01	ДА	КарФ	26 армия	760 иап
003	1942-10-01	ДА	КарФ	26 армия	21 оиб
003	1942-10-01	ДА	КарФ	26 армия	30 оиб
004	1942-10-01	ДА	КарФ	32 армия
004	1942-10-01	ДА	КарФ	32 армия	37 сд
004	1942-10-01	ДА	КарФ	32 армия	71 сд
004	1942-10-01	ДА	КарФ	32 армия	289 сд
004	1942-10-01	ДА	КарФ	32 армия	313 сд
004	1942-10-01	ДА	КарФ	32 армия	367 сд
004	1942-10-01	ДА	КарФ	32 армия	33 лыжбр
004	1942-10-01	ДА	КарФ	32 армия	1237 аап
004	1942-10-01	ДА	КарФ	32 армия	63 гв. мп
004	1942-10-01	ДА	КарФ	32 армия	298 озадн
004	1942-10-01	ДА	КарФ	32 армия	376 отб
004	1942-10-01	ДА	КарФ	32 армия	152 иап
004	1942-10-01	ДА	КарФ	32 армия	195 иап
004	1942-10-01	ДА	КарФ	32 армия	828 иап
004	1942-10-01	ДА	КарФ	32 армия	841 иап
004	1942-10-01	ДА	КарФ	32 армия	31 оиб
004	1942-10-01	ДА	КарФ	32 армия	261 оиб
005	1942-10-01	ДА	КарФ	32 лыжбр
005	1942-10-01	ДА	КарФ	32 озадн
005	1942-10-01	ДА	КарФ	446 озадн
005	1942-10-01	ДА	КарФ	27 одн бронепоездов
005	1942-10-01	ДА	КарФ	47 одн бронепоездов
005	1942-10-01	ДА	КарФ	679 лбап
005	1942-10-01	ДА	КарФ	968 лбап
005	1942-10-01	ДА	КарФ	42 раэ
005	1942-10-01	ДА	КарФ	118 раэ
005	1942-10-01	ДА	КарФ	1 ибр с/н
005	1942-10-01	ДА	КарФ	10 гв. батальоны минеров
005	1942-10-01	ДА	КарФ	27 оиб
006	1942-10-01	ДА	ЛФ
006	1942-10-01	ДА	ЛФ	23 армия
006	1942-10-01	ДА	ЛФ	23 армия	10 сд
006	1942-10-01	ДА	ЛФ	23 армия	92 сд
006	1942-10-01	ДА	ЛФ	23 армия	123 сд
006	1942-10-01	ДА	ЛФ	23 армия	142 сд
006	1942-10-01	ДА	ЛФ	23 армия	291 сд
006	1942-10-01	ДА	ЛФ	23 армия	22 УР
006	1942-10-01	ДА	ЛФ	23 армия	260 гап
006	1942-10-01	ДА	ЛФ	23 армия	94 иптап
006	1942-10-01	ДА	ЛФ	23 армия	883 иптап
006	1942-10-01	ДА	ЛФ	23 армия	73 озадн
006	1942-10-01	ДА	ЛФ	23 армия	108 озадн
006	1942-10-01	ДА	ЛФ	23 армия	618 озадн
006	1942-10-01	ДА	ЛФ	23 армия	152 тбр
006	1942-10-01	ДА	ЛФ	23 армия	14 гв. иап
006	1942-10-01	ДА	ЛФ	23 армия	234 оиб
007	1942-10-01	ДА	ЛФ	42 армия
007	1942-10-01	ДА	ЛФ	42 армия	13 сд
007	1942-10-01	ДА	ЛФ	42 армия	85 сд
007	1942-10-01	ДА	ЛФ	42 армия	109 сд
007	1942-10-01	ДА	ЛФ	42 армия	125 сд
007	1942-10-01	ДА	ЛФ	42 армия	189 сд
007	1942-10-01	ДА	ЛФ	42 армия	14 гв.
007	1942-10-01	ДА	ЛФ	42 армия	541 гап
007	1942-10-01	ДА	ЛФ	42 армия	304 иптап
007	1942-10-01	ДА	ЛФ	42 армия	384 иптап
007	1942-10-01	ДА	ЛФ	42 армия	509 иптап
007	1942-10-01	ДА	ЛФ	42 армия	596 иптап
007	1942-10-01	ДА	ЛФ	42 армия	705 иптап
007	1942-10-01	ДА	ЛФ	42 армия	760 иптап
007	1942-10-01	ДА	ЛФ	42 армия	72 озадн
007	1942-10-01	ДА	ЛФ	42 армия	1 тбр
007	1942-10-01	ДА	ЛФ	42 армия	2 отд. автобронебатальон
007	1942-10-01	ДА	ЛФ	42 армия	54 оиб
007	1942-10-01	ДА	ЛФ	42 армия	585 оиб
008	1942-10-01	ДА	ЛФ	55 армия
008	1942-10-01	ДА	ЛФ	55 армия	43 сд
008	1942-10-01	ДА	ЛФ	55 армия	72 сд
008	1942-10-01	ДА	ЛФ	55 армия	90 сд
008	1942-10-01	ДА	ЛФ	55 армия	136 сд
008	1942-10-01	ДА	ЛФ	55 армия	12 гв. аап
008	1942-10-01	ДА	ЛФ	55 армия	175 минп
008	1942-10-01	ДА	ЛФ	55 армия	70 озадн
008	1942-10-01	ДА	ЛФ	55 армия	71 озадн
008	1942-10-01	ДА	ЛФ	55 армия	220 тбр
008	1942-10-01	ДА	ЛФ	55 армия	325 оиб
008	1942-10-01	ДА	ЛФ	55 армия	367 оиб
009	1942-10-01	ДА	ЛФ	Невская оперативная группа
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	46 сд
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	70 сд
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	86 сд
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	16 УР
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	871 иптап
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	882 иптап
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	523 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	524 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	525 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	526 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	539 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	540 огв. тмдн
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	86 отб
009	1942-10-01	ДА	ЛФ	Невская оперативная группа	53 оиб
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	48 сд
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	168 сд
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	56 сбр
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	71 морские сбр
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	338 опаб
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	519 гап
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	287 отб
010	1942-10-01	ДА	ЛФ	Приморская оперативная группа	295 оиб
011	1942-10-01	ДА	ЛФ	56 сд
011	1942-10-01	ДА	ЛФ	268 сд
011	1942-10-01	ДА	ЛФ	55 сбр
011	1942-10-01	ДА	ЛФ	162 сбр
011	1942-10-01	ДА	ЛФ	35 лыжбр
011	1942-10-01	ДА	ЛФ	17 УР
011	1942-10-01	ДА	ЛФ	28 аап
011	1942-10-01	ДА	ЛФ	577 гап
011	1942-10-01	ДА	ЛФ	38 гв. мп
011	1942-10-01	ДА	ЛФ	465 зенап
011	1942-10-01	ДА	ЛФ	92 озадн
011	1942-10-01	ДА	ЛФ	116 озадн
011	1942-10-01	ДА	ЛФ	61 тбр
011	1942-10-01	ДА	ЛФ	3 отд. автобронебатальоны
011	1942-10-01	ДА	ЛФ	154 иап
011	1942-10-01	ДА	ЛФ	159 иап
011	1942-10-01	ДА	ЛФ	196 иап
011	1942-10-01	ДА	ЛФ	286 иап
011	1942-10-01	ДА	ЛФ	12 каэ
011	1942-10-01	ДА	ЛФ	44 сбап
011	1942-10-01	ДА	ЛФ	2 ибр с/н
011	1942-10-01	ДА	ЛФ	8 пмб
011	1942-10-01	ДА	ЛФ	12 пмб
011	1942-10-01	ДА	ЛФ	14 пмб
011	1942-10-01	ДА	ЛФ	18 пмб
011	1942-10-01	ДА	ЛФ	21 пмб
011	1942-10-01	ДА	ЛФ	41 пмб
011	1942-10-01	ДА	ЛФ	42 пмб
011	1942-10-01	ДА	ЛФ	29 оиб
011	1942-10-01	ДА	ЛФ	106 оиб
011	1942-10-01	ДА	ЛФ	246 оиб
011	1942-10-01	ДА	ЛФ	265 оиб
011	1942-10-01	ДА	ЛФ	266 оиб
011	1942-10-01	ДА	ЛФ	267 оиб
012	1942-10-01	ДА	ВолФ
012	1942-10-01	ДА	ВолФ	2 ударная армия
012	1942-10-01	ДА	ВолФ	2 ударная армия	4 гв. ск
012	1942-10-01	ДА	ВолФ	2 ударная армия	259 сд
012	1942-10-01	ДА	ВолФ	2 ударная армия	372 сд
012	1942-10-01	ДА	ВолФ	2 ударная армия	374 сд
012	1942-10-01	ДА	ВолФ	2 ударная армия	33 сбр
