001	1944-02-01	ДА
001	1944-02-01	ДА	КарФ
001	1944-02-01	ДА	КарФ	14 армия
001	1944-02-01	ДА	КарФ	14 армия	10 гв.
001	1944-02-01	ДА	КарФ	14 армия	72 морсбр
001	1944-02-01	ДА	КарФ	14 армия	1236 пап
001	1944-02-01	ДА	КарФ	14 армия	297 минп
001	1944-02-01	ДА	КарФ	14 армия	156 зенап
001	1944-02-01	ДА	КарФ	14 армия	487 озадн
001	1944-02-01	ДА	КарФ	14 армия	37 оаэсб
001	1944-02-01	ДА	КарФ	14 армия	45 оаэсб
001	1944-02-01	ДА	КарФ	14 армия	31 оиб
002	1944-02-01	ДА	КарФ	19 армия
002	1944-02-01	ДА	КарФ	19 армия	104 сд
002	1944-02-01	ДА	КарФ	19 армия	122 сд
002	1944-02-01	ДА	КарФ	19 армия	1293 пап
002	1944-02-01	ДА	КарФ	19 армия	53 гв. мп
002	1944-02-01	ДА	КарФ	19 армия	261 озадн
002	1944-02-01	ДА	КарФ	19 армия	377 отб
002	1944-02-01	ДА	КарФ	19 армия	429 отб
002	1944-02-01	ДА	КарФ	19 армия	279 оиб
002	1944-02-01	ДА	КарФ	19 армия	193 орро
003	1944-02-01	ДА	КарФ	26 армия
003	1944-02-01	ДА	КарФ	26 армия	31 ск
003	1944-02-01	ДА	КарФ	26 армия	45 сд
003	1944-02-01	ДА	КарФ	26 армия	205 сд
003	1944-02-01	ДА	КарФ	26 армия	85 морсбр
003	1944-02-01	ДА	КарФ	26 армия	54 сд
003	1944-02-01	ДА	КарФ	26 армия	471 пап
003	1944-02-01	ДА	КарФ	26 армия	172 минп
003	1944-02-01	ДА	КарФ	26 армия	278 минп
003	1944-02-01	ДА	КарФ	26 армия	565 минп
003	1944-02-01	ДА	КарФ	26 армия	272 зенап
003	1944-02-01	ДА	КарФ	26 армия	369 озадн
003	1944-02-01	ДА	КарФ	26 армия	374 отб
003	1944-02-01	ДА	КарФ	26 армия	375 отб
003	1944-02-01	ДА	КарФ	26 армия	170 оиб
003	1944-02-01	ДА	КарФ	26 армия	194 орро
003	1944-02-01	ДА	КарФ	26 армия	195 орро
004	1944-02-01	ДА	КарФ	32 армия
004	1944-02-01	ДА	КарФ	32 армия	289 сд
004	1944-02-01	ДА	КарФ	32 армия	313 сд
004	1944-02-01	ДА	КарФ	32 армия	367 сд
004	1944-02-01	ДА	КарФ	32 армия	80 морсбр
004	1944-02-01	ДА	КарФ	32 армия	1237 пап
004	1944-02-01	ДА	КарФ	32 армия	280 минп
004	1944-02-01	ДА	КарФ	32 армия	298 минп
004	1944-02-01	ДА	КарФ	32 армия	275 зенап
