001	1944-11-01	ДА
001	1944-11-01	ДА	КарФ
001	1944-11-01	ДА	КарФ	7 армия
001	1944-11-01	ДА	КарФ	7 армия	4 ск
001	1944-11-01	ДА	КарФ	7 армия	272 сд
001	1944-11-01	ДА	КарФ	7 армия	310 сд
001	1944-11-01	ДА	КарФ	7 армия	162 УР
001	1944-11-01	ДА	КарФ	7 армия	460 иптап
001	1944-11-01	ДА	КарФ	7 армия	514 иптап
001	1944-11-01	ДА	КарФ	7 армия	1650 зенап
001	1944-11-01	ДА	КарФ	7 армия	616 озадн
001	1944-11-01	ДА	КарФ	7 армия	92 отп
001	1944-11-01	ДА	КарФ	7 армия	1 гв. осапб
001	1944-11-01	ДА	КарФ	7 армия	7 ооб
002	1944-11-01	ДА	КарФ	14 армия
002	1944-11-01	ДА	КарФ	14 армия	31 ск
002	1944-11-01	ДА	КарФ	14 армия	83 сд
002	1944-11-01	ДА	КарФ	14 армия	367 сд
002	1944-11-01	ДА	КарФ	14 армия	99 ск 
002	1944-11-01	ДА	КарФ	14 армия	10 гв.
002	1944-11-01	ДА	КарФ	14 армия	114 сд
002	1944-11-01	ДА	КарФ	14 армия	126 лгск 
002	1944-11-01	ДА	КарФ	14 армия	3 брмп
002	1944-11-01	ДА	КарФ	14 армия	31 лыжбр
002	1944-11-01	ДА	КарФ	14 армия	127 лгск 
002	1944-11-01	ДА	КарФ	14 армия	69 морсбр
002	1944-11-01	ДА	КарФ	14 армия	70 морсбр
002	1944-11-01	ДА	КарФ	14 армия	131 ск 
002	1944-11-01	ДА	КарФ	14 армия	14 сд
002	1944-11-01	ДА	КарФ	14 армия	45 сд
002	1944-11-01	ДА	КарФ	14 армия	368 сд
002	1944-11-01	ДА	КарФ	14 армия	133 ск 
002	1944-11-01	ДА	КарФ	14 армия	21 сд
002	1944-11-01	ДА	КарФ	14 армия	67 сд
002	1944-11-01	ДА	КарФ	14 армия	104 сд
002	1944-11-01	ДА	КарФ	14 армия	2 УР
002	1944-11-01	ДА	КарФ	14 армия	901 горн. кап
