001	1944-06-01	ДА
001	1944-06-01	ДА	КарФ
001	1944-06-01	ДА	КарФ	7 армия
001	1944-06-01	ДА	КарФ	7 армия	4 ск
001	1944-06-01	ДА	КарФ	7 армия	114 сд
001	1944-06-01	ДА	КарФ	7 армия	272 сд
001	1944-06-01	ДА	КарФ	7 армия	368 сд
001	1944-06-01	ДА	КарФ	7 армия	69 морсбр
001	1944-06-01	ДА	КарФ	7 армия	70 морсбр
001	1944-06-01	ДА	КарФ	7 армия	162 УР
001	1944-06-01	ДА	КарФ	7 армия	633 кпап
001	1944-06-01	ДА	КарФ	7 армия	460 иптап
001	1944-06-01	ДА	КарФ	7 армия	514 иптап
001	1944-06-01	ДА	КарФ	7 армия	46 гв. мп
001	1944-06-01	ДА	КарФ	7 армия	64 гв. мп
001	1944-06-01	ДА	КарФ	7 армия	54 озадн
001	1944-06-01	ДА	КарФ	7 армия	268 озадн
001	1944-06-01	ДА	КарФ	7 армия	616 озадн
001	1944-06-01	ДА	КарФ	7 армия	89 отп
001	1944-06-01	ДА	КарФ	7 армия	92 отп
001	1944-06-01	ДА	КарФ	7 армия	16 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	23 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	29 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	30 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	31 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	38 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	40 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	47 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	64 оаэсб
001	1944-06-01	ДА	КарФ	7 армия	1 гв. осапб
001	1944-06-01	ДА	КарФ	7 армия	7 ооб
002	1944-06-01	ДА	КарФ	14 армия
002	1944-06-01	ДА	КарФ	14 армия	126 лгск
002	1944-06-01	ДА	КарФ	14 армия	72 морсбр
002	1944-06-01	ДА	КарФ	14 армия	14 сд
002	1944-06-01	ДА	КарФ	14 армия	901 горн. кап
002	1944-06-01	ДА	КарФ	14 армия	1942 кпап
002	1944-06-01	ДА	КарФ	14 армия	1237 пап
002	1944-06-01	ДА	КарФ	14 армия	275 минп
