001	1942-03-01	ДА
001	1942-03-01	ДА	КарФ
001	1942-03-01	ДА	КарФ	14 армия
001	1942-03-01	ДА	КарФ	14 армия	10 гв.
001	1942-03-01	ДА	КарФ	14 армия	104 сд
001	1942-03-01	ДА	КарФ	14 армия	122 сд
001	1942-03-01	ДА	КарФ	14 армия	77 морская сбр
001	1942-03-01	ДА	КарФ	14 армия	136 олыжб
001	1942-03-01	ДА	КарФ	14 армия	137 олыжб
001	1942-03-01	ДА	КарФ	14 армия	138 олыжб
001	1942-03-01	ДА	КарФ	14 армия	202 олыжб
001	1942-03-01	ДА	КарФ	14 армия	104 пап
001	1942-03-01	ДА	КарФ	14 армия	471 пап
001	1942-03-01	ДА	КарФ	14 армия	429 отб
001	1942-03-01	ДА	КарФ	14 армия	145 иап
001	1942-03-01	ДА	КарФ	14 армия	147 иап
001	1942-03-01	ДА	КарФ	14 армия	197 иап
001	1942-03-01	ДА	КарФ	14 армия	760 иап
001	1942-03-01	ДА	КарФ	14 армия	668 лбап
001	1942-03-01	ДА	КарФ	14 армия	31 оиб
001	1942-03-01	ДА	КарФ	14 армия	259 оиб
001	1942-03-01	ДА	КарФ	14 армия	279 оиб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	27 сд
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	54 сд
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	88 сд
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	80 морские сбр
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	131 олыжб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	132 олыжб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	135 олыжб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	142 олыжб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	200 олыжб
002	1942-03-01	ДА	КарФ	Кемская оперативная группа	201 олыжб
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа	71 сд
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа	263 сд
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа	313 сд
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа	17 оминб
003	1942-03-01	ДА	КарФ	Медвежегорская оперативная группа	1 сбр
004	1942-03-01	ДА	КарФ	Масельская оперативная группа
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	37 сд
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	1861 сд
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	289 сд
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	65 морские сбр
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	66 морские сбр
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	85 морские сбр
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	199 олыжб
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	208 озадн
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	227 отр
004	1942-03-01	ДА	КарФ	Масельская оперативная группа	19 оиб
005	1942-03-01	ДА	КарФ	367 сд
005	1942-03-01	ДА	КарФ	143 олыжб
005	1942-03-01	ДА	КарФ	196 олыжб
005	1942-03-01	ДА	КарФ	197 олыжб
005	1942-03-01	ДА	КарФ	217 олыжб
005	1942-03-01	ДА	КарФ	218 олыжб
005	1942-03-01	ДА	КарФ	219 олыжб
005	1942-03-01	ДА	КарФ	15 оминб
005	1942-03-01	ДА	КарФ	16 оминб
005	1942-03-01	ДА	КарФ	32 озадн
005	1942-03-01	ДА	КарФ	261 озадн
005	1942-03-01	ДА	КарФ	298 озадн
005	1942-03-01	ДА	КарФ	103 сад
005	1942-03-01	ДА	КарФ	1215 осб
005	1942-03-01	ДА	КарФ	1216 осб
006	1942-03-01	ДА	ЛФ
006	1942-03-01	ДА	ЛФ	8 армия
006	1942-03-01	ДА	ЛФ	8 армия	445 гап
006	1942-03-01	ДА	ЛФ	8 армия	1 д
006	1942-03-01	ДА	ЛФ	8 армия	12 оиб
006	1942-03-01	ДА	ЛФ	8 армия	112 оиб
006	1942-03-01	ДА	ЛФ	8 армия	135 оиб
007	1942-03-01	ДА	ЛФ	23 армия
007	1942-03-01	ДА	ЛФ	23 армия	14 абр ПТО
007	1942-03-01	ДА	ЛФ	23 армия	94 ап ПТО
007	1942-03-01	ДА	ЛФ	23 армия	241 озадн
007	1942-03-01	ДА	ЛФ	23 армия	106 отб
007	1942-03-01	ДА	ЛФ	23 армия	7 иап
007	1942-03-01	ДА	ЛФ	23 армия	153 иап
007	1942-03-01	ДА	ЛФ	23 армия	106 оиб
007	1942-03-01	ДА	ЛФ	23 армия	234 оиб
008	1942-03-01	ДА	ЛФ	42 армия
008	1942-03-01	ДА	ЛФ	42 армия	13 сд
008	1942-03-01	ДА	ЛФ	42 армия	85 сд
008	1942-03-01	ДА	ЛФ	42 армия	189 сд
008	1942-03-01	ДА	ЛФ	42 армия	247 опаб
008	1942-03-01	ДА	ЛФ	42 армия	291 опаб
008	1942-03-01	ДА	ЛФ	42 армия	292 опаб
008	1942-03-01	ДА	ЛФ	42 армия	14 абр ПТО
008	1942-03-01	ДА	ЛФ	42 армия	47 ап
008	1942-03-01	ДА	ЛФ	42 армия	73 ап
008	1942-03-01	ДА	ЛФ	42 армия	2 ап ПТО
008	1942-03-01	ДА	ЛФ	42 армия	3 ап ПТО
008	1942-03-01	ДА	ЛФ	42 армия	4 ап ПТО
008	1942-03-01	ДА	ЛФ	42 армия	5 ап ПТО
008	1942-03-01	ДА	ЛФ	42 армия	89 озадн
008	1942-03-01	ДА	ЛФ	42 армия	51 отб
008	1942-03-01	ДА	ЛФ	42 армия	29 оиб
008	1942-03-01	ДА	ЛФ	42 армия	54 оиб
008	1942-03-01	ДА	ЛФ	42 армия	585 оиб
009	1942-03-01	ДА	ЛФ	54 армия
009	1942-03-01	ДА	ЛФ	54 армия	11 сд
009	1942-03-01	ДА	ЛФ	54 армия	80 сд
009	1942-03-01	ДА	ЛФ	54 армия	115 сд
009	1942-03-01	ДА	ЛФ	54 армия	177 сд
009	1942-03-01	ДА	ЛФ	54 армия	198 сд
009	1942-03-01	ДА	ЛФ	54 армия	281 сд
009	1942-03-01	ДА	ЛФ	54 армия	285 сд
009	1942-03-01	ДА	ЛФ	54 армия	311 сд
009	1942-03-01	ДА	ЛФ	54 армия	2 олыжп
009	1942-03-01	ДА	ЛФ	54 армия	276 олыжб
009	1942-03-01	ДА	ЛФ	54 армия	445 гап
009	1942-03-01	ДА	ЛФ	54 армия	883 ап
009	1942-03-01	ДА	ЛФ	54 армия	51 огв. мдн
009	1942-03-01	ДА	ЛФ	54 армия	16 тбр
009	1942-03-01	ДА	ЛФ	54 армия	122 тбр
009	1942-03-01	ДА	ЛФ	54 армия	124 тбр
009	1942-03-01	ДА	ЛФ	54 армия	60 отд. бронепоезд
009	1942-03-01	ДА	ЛФ	54 армия	18 бап
009	1942-03-01	ДА	ЛФ	54 армия	691 лбап
009	1942-03-01	ДА	ЛФ	54 армия	5 оиб
009	1942-03-01	ДА	ЛФ	54 армия	136 оиб
009	1942-03-01	ДА	ЛФ	54 армия	262 оиб
010	1942-03-01	ДА	ЛФ	55 армия
010	1942-03-01	ДА	ЛФ	55 армия	43 сд
010	1942-03-01	ДА	ЛФ	55 армия	56 сд
010	1942-03-01	ДА	ЛФ	55 армия	70 сд
010	1942-03-01	ДА	ЛФ	55 армия	72 сд
010	1942-03-01	ДА	ЛФ	55 армия	90 сд
010	1942-03-01	ДА	ЛФ	55 армия	125 сд
010	1942-03-01	ДА	ЛФ	55 армия	268 сд
010	1942-03-01	ДА	ЛФ	55 армия	267 опаб
010	1942-03-01	ДА	ЛФ	55 армия	289 опаб
010	1942-03-01	ДА	ЛФ	55 армия	290 опаб
010	1942-03-01	ДА	ЛФ	55 армия	101 гап
010	1942-03-01	ДА	ЛФ	55 армия	47 оминб
010	1942-03-01	ДА	ЛФ	55 армия	71 озадн
010	1942-03-01	ДА	ЛФ	55 армия	84 отб
010	1942-03-01	ДА	ЛФ	55 армия	86 отб
010	1942-03-01	ДА	ЛФ	55 армия	53 оиб
010	1942-03-01	ДА	ЛФ	55 армия	325 оиб
010	1942-03-01	ДА	ЛФ	55 армия	367 оиб
011	1942-03-01	ДА	ЛФ	Невская оперативная группа
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	10 сд
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	86 сд
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	11 сбр
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	6 ап ПТО
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	7 ап ПТО
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	48 отб
011	1942-03-01	ДА	ЛФ	Невская оперативная группа	2 оиб
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	48 сд
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	168 сд
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	5 бр. морской пехоты
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	3 осп морской пехоты
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	519 гап
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	39 озадн
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	287 отб
012	1942-03-01	ДА	ЛФ	Приморская оперативная группа	295 оиб
013	1942-03-01	ДА	ЛФ	4 гв. ск
013	1942-03-01	ДА	ЛФ	3 гв. сд
013	1942-03-01	ДА	ЛФ	33 сбр
013	1942-03-01	ДА	ЛФ	241 олыжб
013	1942-03-01	ДА	ЛФ	242 олыжб
013	1942-03-01	ДА	ЛФ	243 олыжб
013	1942-03-01	ДА	ЛФ	38 гв. мп
013	1942-03-01	ДА	ЛФ	115 огв. мдн
013	1942-03-01	ДА	ЛФ	123 тбр
013	1942-03-01	ДА	ЛФ	44 бап
013	1942-03-01	ДА	ЛФ	158 иап
013	1942-03-01	ДА	ЛФ	159 иап
013	1942-03-01	ДА	ЛФ	196 иап
013	1942-03-01	ДА	ЛФ	286 иап
013	1942-03-01	ДА	ЛФ	50 каэ
013	1942-03-01	ДА	ЛФ	109 оиб
013	1942-03-01	ДА	ЛФ	41 пмб
013	1942-03-01	ДА	ЛФ	42 пмб
014	1942-03-01	ДА	ВолФ
014	1942-03-01	ДА	ВолФ	2 ударная армия
014	1942-03-01	ДА	ВолФ	2 ударная армия	13 кк
014	1942-03-01	ДА	ВолФ	2 ударная армия	25 кд
014	1942-03-01	ДА	ВолФ	2 ударная армия	80 кд
014	1942-03-01	ДА	ВолФ	2 ударная армия	87 кд
014	1942-03-01	ДА	ВолФ	2 ударная армия	40 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	42 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	43 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	44 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	45 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	46 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	48 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	49 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	50 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	93 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	94 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	95 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	160 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	161 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	162 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	163 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	164 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	165 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	166 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	167 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	168 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	169 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	170 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	171 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	173 олыжб
014	1942-03-01	ДА	ВолФ	2 ударная армия	18 ап
014	1942-03-01	ДА	ВолФ	2 ударная армия	442 ап
014	1942-03-01	ДА	ВолФ	2 ударная армия	884 ап ПТО
014	1942-03-01	ДА	ВолФ	2 ударная армия	203 огв. мдн
014	1942-03-01	ДА	ВолФ	2 ударная армия	306 озадн
014	1942-03-01	ДА	ВолФ	2 ударная армия	160 отб
014	1942-03-01	ДА	ВолФ	2 ударная армия	162 отб
014	1942-03-01	ДА	ВолФ	2 ударная армия	313 шап
014	1942-03-01	ДА	ВолФ	2 ударная армия	657 лбап
014	1942-03-01	ДА	ВолФ	2 ударная армия	696 лбап
014	1942-03-01	ДА	ВолФ	2 ударная армия	697 лбап
014	1942-03-01	ДА	ВолФ	2 ударная армия	704 лбап
014	1942-03-01	ДА	ВолФ	2 ударная армия	1234 осб
014	1942-03-01	ДА	ВолФ	2 ударная армия	1708 осб
014	1942-03-01	ДА	ВолФ	2 ударная армия	1741 осб
014	1942-03-01	ДА	ВолФ	2 ударная армия	1746 осб
014	1942-03-01	ДА	ВолФ	2 ударная армия	1770 осб
015	1942-03-01	ДА	ВолФ	4 армия
015	1942-03-01	ДА	ВолФ	4 армия	137 гап б/м
015	1942-03-01	ДА	ВолФ	4 армия	4 д
015	1942-03-01	ДА	ВолФ	4 армия	9 огв. мдн
015	1942-03-01	ДА	ВолФ	4 армия	461 озадн
015	1942-03-01	ДА	ВолФ	4 армия	128 отб
015	1942-03-01	ДА	ВолФ	4 армия	22 оаэсб
015	1942-03-01	ДА	ВолФ	4 армия	3 рез. авиагруппа 
015	1942-03-01	ДА	ВолФ	4 армия	3 гв.
015	1942-03-01	ДА	ВолФ	4 армия	239 иап
015	1942-03-01	ДА	ВолФ	4 армия	689 лбап
015	1942-03-01	ДА	ВолФ	4 армия	248 осб
015	1942-03-01	ДА	ВолФ	4 армия	1242 осб
016	1942-03-01	ДА	ВолФ	52 армия
016	1942-03-01	ДА	ВолФ	52 армия	430 гап
016	1942-03-01	ДА	ВолФ	52 армия	2 д
016	1942-03-01	ДА	ВолФ	52 армия	44 огв. мдн
