001	1943-05-01	ДА
001	1943-05-01	ДА	КарФ
001	1943-05-01	ДА	КарФ	14 армия
001	1943-05-01	ДА	КарФ	14 армия	10 гв.
001	1943-05-01	ДА	КарФ	14 армия	72 морская сбр
001	1943-05-01	ДА	КарФ	14 армия	1236 аап
001	1943-05-01	ДА	КарФ	14 армия	297 минп
001	1943-05-01	ДА	КарФ	14 армия	325 озадн
001	1943-05-01	ДА	КарФ	14 армия	487 озадн
001	1943-05-01	ДА	КарФ	14 армия	31 оиб
002	1943-05-01	ДА	КарФ	19 армия
002	1943-05-01	ДА	КарФ	19 армия	104 сд
002	1943-05-01	ДА	КарФ	19 армия	122 сд
002	1943-05-01	ДА	КарФ	19 армия	438 иптап
002	1943-05-01	ДА	КарФ	19 армия	53 гв. мп
002	1943-05-01	ДА	КарФ	19 армия	298 озадн
002	1943-05-01	ДА	КарФ	19 армия	377 отб
002	1943-05-01	ДА	КарФ	19 армия	429 отб
002	1943-05-01	ДА	КарФ	19 армия	279 оиб
003	1943-05-01	ДА	КарФ	26 армия
003	1943-05-01	ДА	КарФ	26 армия	63 гв. мп
003	1943-05-01	ДА	КарФ	26 армия	297 д
003	1943-05-01	ДА	КарФ	26 армия	369 озадн
003	1943-05-01	ДА	КарФ	26 армия	374 отб
003	1943-05-01	ДА	КарФ	26 армия	375 отб
003	1943-05-01	ДА	КарФ	26 армия	3 оаэсб
003	1943-05-01	ДА	КарФ	26 армия	24 оаэсб
003	1943-05-01	ДА	КарФ	26 армия	25 оаэсб
004	1943-05-01	ДА	КарФ	32 армия
004	1943-05-01	ДА	КарФ	32 армия	289 сд
004	1943-05-01	ДА	КарФ	32 армия	313 сд
004	1943-05-01	ДА	КарФ	32 армия	367 сд
004	1943-05-01	ДА	КарФ	32 армия	80 морские сбр
004	1943-05-01	ДА	КарФ	32 армия	1237 аап
004	1943-05-01	ДА	КарФ	32 армия	173 минп
004	1943-05-01	ДА	КарФ	32 армия	280 минп
004	1943-05-01	ДА	КарФ	32 армия	298 минп
004	1943-05-01	ДА	КарФ	32 армия	208 озадн
004	1943-05-01	ДА	КарФ	32 армия	446 озадн
004	1943-05-01	ДА	КарФ	32 армия	376 отб
004	1943-05-01	ДА	КарФ	32 армия	4 оаэсб
004	1943-05-01	ДА	КарФ	32 армия	8 оаэсб
004	1943-05-01	ДА	КарФ	32 армия	21 оаэсб
004	1943-05-01	ДА	КарФ	32 армия	22 оаэсб
004	1943-05-01	ДА	КарФ	32 армия	26 оаэсб
004	1943-05-01	ДА	КарФ	32 армия	261 оиб
005	1943-05-01	ДА	КарФ	7 воздушная армия
005	1943-05-01	ДА	КарФ	7 воздушная армия	258 сад
005	1943-05-01	ДА	КарФ	7 воздушная армия	260 сад
005	1943-05-01	ДА	КарФ	7 воздушная армия	261 сад
005	1943-05-01	ДА	КарФ	7 воздушная армия	679 трап
005	1943-05-01	ДА	КарФ	7 воздушная армия	118 раэ
006	1943-05-01	ДА	КарФ	376 отб
006	1943-05-01	ДА	КарФ	47 одн брп
006	1943-05-01	ДА	КарФ	1 ибр с/н
006	1943-05-01	ДА	КарФ	733 оминсб
007	1943-05-01	ДА	ЛФ
007	1943-05-01	ДА	ЛФ	2 ударная армия
007	1943-05-01	ДА	ЛФ	2 ударная армия	43 зенад
007	1943-05-01	ДА	ЛФ	2 ударная армия	464 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	635 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	1463 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	1464 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	785 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	803 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	988 зенап
007	1943-05-01	ДА	ЛФ	2 ударная армия	98 тбр
007	1943-05-01	ДА	ЛФ	2 ударная армия	118 отб
007	1943-05-01	ДА	ЛФ	2 ударная армия	507 отб
007	1943-05-01	ДА	ЛФ	2 ударная армия	44 оаэсб
007	1943-05-01	ДА	ЛФ	2 ударная армия	770 оиб
008	1943-05-01	ДА	ЛФ	23 армия
008	1943-05-01	ДА	ЛФ	23 армия	10 сд
008	1943-05-01	ДА	ЛФ	23 армия	92 сд
008	1943-05-01	ДА	ЛФ	23 армия	142 сд
008	1943-05-01	ДА	ЛФ	23 армия	268 сд
008	1943-05-01	ДА	ЛФ	23 армия	17 УР
008	1943-05-01	ДА	ЛФ	23 армия	22 УР
008	1943-05-01	ДА	ЛФ	23 армия	260 аап
008	1943-05-01	ДА	ЛФ	23 армия	599 гап
008	1943-05-01	ДА	ЛФ	23 армия	883 иптап
008	1943-05-01	ДА	ЛФ	23 армия	276 минп
008	1943-05-01	ДА	ЛФ	23 армия	222 тбр
008	1943-05-01	ДА	ЛФ	23 армия	14 одн брп
008	1943-05-01	ДА	ЛФ	23 армия	234 оиб
008	1943-05-01	ДА	ЛФ	23 армия	363 оиб
009	1943-05-01	ДА	ЛФ	42 армия
009	1943-05-01	ДА	ЛФ	42 армия	18 ад
009	1943-05-01	ДА	ЛФ	42 армия	65 лабр
009	1943-05-01	ДА	ЛФ	42 армия	38 габр
009	1943-05-01	ДА	ЛФ	42 армия	73 аап
009	1943-05-01	ДА	ЛФ	42 армия	324 гап БМ
009	1943-05-01	ДА	ЛФ	42 армия	384 иптап
009	1943-05-01	ДА	ЛФ	42 армия	509 иптап
009	1943-05-01	ДА	ЛФ	42 армия	705 иптап
009	1943-05-01	ДА	ЛФ	42 армия	760 иптап
009	1943-05-01	ДА	ЛФ	42 армия	534 аминп
009	1943-05-01	ДА	ЛФ	42 армия	631 зенап
009	1943-05-01	ДА	ЛФ	42 армия	1 тбр
009	1943-05-01	ДА	ЛФ	42 армия	2 оабрб
009	1943-05-01	ДА	ЛФ	42 армия	54 оиб
009	1943-05-01	ДА	ЛФ	42 армия	585 оиб
010	1943-05-01	ДА	ЛФ	55 армия
010	1943-05-01	ДА	ЛФ	55 армия	28 ад
010	1943-05-01	ДА	ЛФ	55 армия	79 лабр
010	1943-05-01	ДА	ЛФ	55 армия	80 габр
010	1943-05-01	ДА	ЛФ	55 армия	12 гв. аап
010	1943-05-01	ДА	ЛФ	55 армия	1640 гап БМ
010	1943-05-01	ДА	ЛФ	55 армия	690 иптап
010	1943-05-01	ДА	ЛФ	55 армия	134 аминп
010	1943-05-01	ДА	ЛФ	55 армия	184 минп
010	1943-05-01	ДА	ЛФ	55 армия	6 гв. мбр
010	1943-05-01	ДА	ЛФ	55 армия	322 гв. мп
010	1943-05-01	ДА	ЛФ	55 армия	465 зенап
010	1943-05-01	ДА	ЛФ	55 армия	474 зенап
010	1943-05-01	ДА	ЛФ	55 армия	602 зенап
010	1943-05-01	ДА	ЛФ	55 армия	632 зенап
010	1943-05-01	ДА	ЛФ	55 армия	71 озадн
